,Adresse,lat,lon,Firmen,Telbuch
1647,"Wilbrunnenstrasse 2, 6314 Unterägeri", 47.1351042, 8.5851284,1,17
1648,"Oberdorfstrasse 34, 6340 Baar", 47.19477879999999, 8.5317689,1,6
1649,"Oberdorfstrasse 30, 6340 Baar", 47.1947166, 8.530738300000001,1,4
1650,"Wissenschwändi 6, 6314 Unterägeri", 47.1275919, 8.57338,1,2
1651,"Oberdorfstrasse 3, 6318 Walchwil", 47.109549, 8.5041678,1,1
1652,"Oberdorfstrasse 3, 6314 Unterägeri", 47.1379628, 8.584397,1,4
1653,"Wisstanneggen 3, 631401 Neuägeri", 47.15085999999999, 8.563749999999999,1,0
1654,"Oberdorfstrasse 26, 6340 Baar", 47.1945796, 8.5300096,1,4
1655,"Wydenstrasse 2A, 6314 Unterägeri", 47.1417945, 8.5862457,1,1
1656,"Oberdorfstrasse 18, 6340 Baar", 47.1952649, 8.530789,1,7
1657,"Wydenstrasse 8, 6314 Unterägeri", 47.14211599999999, 8.586542999999999,1,1
1658,"Oberdorfstrasse 14, 6340 Baar", 47.1949761, 8.5299385,1,9
1659,"Wyssenbach , 6314 Unterägeri", 47.1226008, 8.5818864,1,0
1660,"Winzrüti 33, 6319 Allenwinden", 47.1708545, 8.5547741,1,4
1661,"Obere Rainstrasse 15, 6345 Neuheim", 47.2050035, 8.578700999999999,1,1
1662,"Obere Rainstrasse 16, 6345 Neuheim", 47.2040782, 8.577458199999999,1,2
1663,"Winzrüti 27A, 6319 Allenwinden", 47.1711344, 8.5555978,1,2
1664,"Wilbrunnenstrasse 6, 6314 Unterägeri", 47.1343297, 8.5854842,1,2
1666,"Obere Rainstrasse 50, 6345 Neuheim", 47.2052975, 8.5798644,1,2
1667,"Windenboden 4, 6345 Neuheim", 47.2067605, 8.5782017,1,1
1668,"Zentrumstrasse 1, 6331 Hünenberg", 47.17412059999999, 8.427372799999999,1,6
1669,"Obere Rainstrasse 5, 6345 Neuheim", 47.2042521, 8.5762475,1,7
1670,"Zentrum Dorfmatt , 6343 Rotkreuz", 47.1412757, 8.4318184,1,1
1671,"Windenweg 9, 6345 Neuheim", 47.2060358, 8.577575399999999,1,0
1672,"Windwurfstrasse 2, 6314 Unterägeri", 47.1340341, 8.5774376,1,3
1673,"Obere Rainstrasse 42, 6345 Neuheim", 47.205521, 8.5807361,1,1
1674,"Winzrüti 1, 6319 Allenwinden", 47.1694116, 8.5539989,1,7
1675,"Zehndermattstrasse 7, 6345 Neuheim", 47.2039687, 8.573971199999999,1,9
1676,"Obere Rainstrasse 2A, 6345 Neuheim", 47.2035997, 8.5758113,1,1
1677,"Obere Rainstrasse 28, 6345 Neuheim", 47.204943, 8.579417,1,5
1678,"Obere Rainstrasse 26, 6345 Neuheim", 47.20491620000001, 8.579126,1,2
1679,"Winzrüti 19B, 6319 Allenwinden", 47.1703536, 8.5546793,1,1
1680,"Ägerisaumweg 2A, 6300 Zug", 47.1647902, 8.5191008,1,0
1681,"Ägeristrasse 47B, 6300 Zug", 47.1685178, 8.5216032,1,2
1682,"Obere Rainstrasse 23, 6345 Neuheim", 47.2050035, 8.578700999999999,1,0
1683,"Obere Rainstrasse 21, 6345 Neuheim", 47.2050035, 8.578700999999999,1,1
1684,"Winzrüti 19b, 6319 Allenwinden", 47.1703536, 8.5546793,1,1
1685,"Winzrüti 23b, 6319 Allenwinden", 47.1707772, 8.555097199999999,1,0
1686,"Ägeristrasse 49B, 6300 Zug", 47.1686772, 8.5218702,1,3
1687,"Obere Rainstrasse 19, 6345 Neuheim", 47.2050035, 8.578700999999999,1,2
1688,"Ägeristrasse 58, 6340 Baar", 47.1909721, 8.535715999999999,1,3
1689,"Widenstrasse 15, 6317 Oberwil b. Zug", 47.1465986, 8.507803,1,1
1690,"Weststrasse 8, 6314 Unterägeri", 47.1360116, 8.571888699999999,1,6
1691,"Rainmatt 7, 6331 Hünenberg", 47.1881503, 8.4261219,1,1
1692,"Weidstrasse 5A, 6331 Hünenberg", 47.1718975, 8.4263944,1,1
1693,"Weidstrasse 4, 6343 Rotkreuz", 47.1366792, 8.4312236,1,6
1694,"Poststrasse 2, 6330 Cham", 47.17888869999999, 8.457693800000001,1,6
1695,"Zämattlistrasse 2, 6318 Walchwil", 47.0971961, 8.521291399999999,1,1
1697,"Weidstrasse 4B, 6331 Hünenberg", 47.1716817, 8.425884,1,2
1698,"Postplatz , 6301 Zug", 47.1679421, 8.5155519,1,3
1699,"Postplatz , 6300 Zug", 47.16751499999999, 8.5163809,1,14
1700,"Weidstrasse 5, 6312 Steinhausen", 47.2007412, 8.4884538,1,1
1702,"Pilatusstrasse 9, 6340 Baar", 47.1972834, 8.520892200000002,1,6
1703,"Pilatusstrasse 8, 6340 Baar", 47.1974262, 8.5200505,1,1
1704,"Pilatusstrasse 7A, 6340 Baar", 47.1970992, 8.5213504,1,7
1705,"Pilatusstrasse 5, 6340 Baar", 47.1975296, 8.5214911,1,8
1706,"Pfad 2, 6330 Cham", 47.1996657, 8.4539058,1,6
1707,"Pilatusstrasse 3, 6312 Steinhausen", 47.19278569999999, 8.4917816,1,2
1708,"Weidstrasse 5C, 6331 Hünenberg", 47.1718164, 8.4264605,1,1
1709,"Weidstrasse 6, 6343 Rotkreuz", 47.1368512, 8.431095,1,6
1710,"Pilatusstrasse 1A, 6340 Baar", 47.1974347, 8.5220171,1,8
1711,"Pilatusstrasse 1, 6340 Baar", 47.1977668, 8.522103,1,19
1712,"Zugerbergstrasse 36C, 6300 Zug", 47.158442, 8.5197639,1,5
1713,"Pfisternweg 6, 6341 Baar", 47.1950695, 8.5337441,1,0
1714,"Pfisternweg 11, 6340 Baar", 47.1958961, 8.5344181,1,6
1715,"Weidstrasse 9B, 6331 Hünenberg", 47.1713591, 8.4268402,1,3
1716,"Pfadweid 1, 6330 Cham", 47.19920949999999, 8.451708499999999,1,1
1717,"Pfad 7, 6330 Cham", 47.2004449, 8.4542901,1,1
1718,"Pfad 3, 6330 Cham", 47.2001245, 8.4539013,1,1
1719,"Weidstrasse 21A, 6300 Zug", 47.1693931, 8.527992099999999,1,0
1720,"Weidstrasse 2, 6343 Rotkreuz", 47.1366324, 8.4314337,1,44
1721,"Weidstrasse 12A, 6331 Hünenberg", 47.1709424, 8.4260814,1,1
1722,"Poststrasse 22A, 6300 Zug", 47.1713211, 8.5171748,1,1
1723,"Rainmatt 1, 6331 Hünenberg", 47.1887946, 8.4244184,1,0
1724,"Rainmatt , 6331 Hünenberg", 47.1913895, 8.4195662,1,5
1725,"Raingässli , 6340 Baar", 47.18045069999999, 8.5359651,1,1
1727,"Raindliweg 4, 6315 Oberägeri", 47.1358904, 8.6102056,1,1
1728,"Wartrain , 6331 Hünenberg", 36.778261, -119.4179324,1,3
1729,"Zythusweg 10, 6330 Cham", 47.1736622, 8.4474892,1,0
1730,"Poststrasse 6, 6341 Baar", 47.1947962, 8.524967499999999,1,0
1731,"Wartrain 1, 6331 Hünenberg", 36.778261, -119.4179324,1,2
1732,"Poststrasse 6, 6315 Oberägeri", 47.134282, 8.6113161,1,2
1733,"Wartrain 2, 6331 Hünenberg", 36.778261, -119.4179324,1,0
1734,"Poststrasse 5, 6315 Oberägeri", 47.1343503, 8.6121996,1,1
1735,"Weid 15, 6313 Menzingen", 47.1773476, 8.5949051,1,1
1736,"Weid 16, 6313 Menzingen", 47.1768353, 8.5942784,1,0
1737,"Weid 27, 6313 Menzingen", 47.176919, 8.5950694,1,1
1738,"Poststrasse 4, 6300 Zug", 47.1713211, 8.5171748,1,3
1739,"Weid 31, 6313 Menzingen", 47.17681169999999, 8.5951241,1,0
1740,"Poststrasse 3, 6343 Rotkreuz", 47.14185810000001, 8.4279722,1,1
1743,"Weid 7, 6313 Menzingen", 47.1785194, 8.5898984,1,0
1744,"Weidhof , 6300 Zug", 47.1723367, 8.535041699999999,1,3
1747,"Weidhof 1, 634303 Risch", 47.1490624, 8.4180037,1,0
1748,"Untere Rainstrasse 18, 6340 Baar", 47.1807046, 8.5362736,1,7
1749,"Weihermatt 9, 6343 Rotkreuz", 47.1349639, 8.4267098,1,1
1750,"Zollweid 2A, 6331 Hünenberg", 47.1866976, 8.401543199999999,1,0
1751,"Weinbergstrasse 5B, 6300 Zug", 47.1704549, 8.526997999999999,1,2
1752,"Oberwil 1, 6330 Cham", 47.2085788, 8.4581407,1,2
1753,"Obertann 1, 6315 Oberägeri", 47.1460352, 8.6099781,1,0
1754,"Obertalacher , 6319 Allenwinden", 47.1696585, 8.5445463,1,5
1755,"Oberstock , 6319 Allenwinden", 47.1642535, 8.5569483,1,2
1756,"Obersecki 2, 6318 Walchwil", 47.0973881, 8.519444,1,6
1757,"Zugerbergstrasse 21, 6319 Allenwinden", 47.1628015, 8.5559735,1,2
1758,"Oberschwändi 1, 6318 Walchwil", 47.1168875, 8.5239052,1,0
1759,"Weinbergstrasse 4A, 6300 Zug", 47.1706431, 8.5261312,1,1
1760,"Oberschwelli , 6313 Menzingen", 47.1942864, 8.609702799999999,1,2
1761,"im Moos , 6340 Baar", 47.1806092, 8.5450064,1,2
1762,"Weinbergstrasse 4B, 6300 Zug", 47.1705798, 8.526156300000002,1,1
1763,"Weinbergstrasse 51, 6300 Zug", 47.16495159999999, 8.5242763,1,3
1764,"imTändli , 6418 Rothenthurm", 47.1029154, 8.6749618,1,0
1765,"Pfad 16A, 6330 Cham", 47.19903559999999, 8.4559923,1,0
1767,"Wendelinhof , 6319 Allenwinden", 47.1687522, 8.5469672,1,3
1768,"Zugerbergstrasse 1, 6314 Unterägeri", 47.1371, 8.584458699999999,1,30
1769,"Werkhofstrasse 1, 6340 Baar", 47.1983498, 8.524187,1,6
1770,"Werkhofstrasse 4, 6340 Baar", 47.1984482, 8.5232915,1,3
1771,"Werkstattgasse 10, 6330 Cham", 47.18576789999999, 8.456491300000001,1,1
1773,"West Strasse 1, 6340 Baar", 47.196276, 8.5206488,1,0
1775,"Zugerberg , 630005 Zug", 47.14382, 8.53368,1,0
1776,"Zugebergstrasse 12, 6300 Zug", 47.15582999999999, 8.5314882,1,0
1777,"Oberwiler Kirchweg 11C, 6300 Zug", 47.15825580000001, 8.5156454,1,1
1778,"Oberwiler Kirchweg 2A, 6300 Zug", 47.160517, 8.5172077,1,1
1779,"Oberwiler Kirchweg 5A, 6300 Zug", 47.1589494, 8.516288399999999,1,1
1780,"Oberwiler Kirchweg 5B, 6300 Zug", 47.1589494, 8.516288399999999,1,3
1781,"Parkweg 6, 6330 Cham", 47.1829326, 8.466927,1,7
1782,"Weinberghöhe 10D, 6300 Zug", 47.1689432, 8.5260967,1,1
1783,"Parkstrasse 7, 6312 Steinhausen", 47.1921787, 8.484366399999999,1,11
1784,"Weinberghöhe 2B, 6300 Zug", 47.1691317, 8.5261401,1,0
1785,"Parkstrasse 49, 6340 Baar", 47.2031058, 8.5196901,1,2
1786,"Parkstrasse 4, 6312 Steinhausen", 47.1926809, 8.4844276,1,12
1787,"Parkstrasse 3, 6340 Baar", 47.2024603, 8.517538799999999,1,28
1788,"Parkstrasse 3, 6312 Steinhausen", 47.19193689999999, 8.4852326,1,4
1789,"Weinbergstrasse 18, 6340 Baar", 47.1849523, 8.5368461,1,5
1790,"Weinbergstrasse 29A, 6300 Zug", 47.1678341, 8.5254278,1,0
1791,"Parkstrasse 1, 6312 Steinhausen", 47.1920815, 8.4851563,1,13
1792,"Paradiesli , 6313 Menzingen", 47.16065, 8.58493,1,1
1793,"Panoramaweg 7, 6313 Menzingen", 47.177298, 8.595503599999999,1,2
1794,"Zugerbergstrasse 3, 6314 Unterägeri", 47.1371458, 8.584234499999999,1,40
1795,"Weinbergstrasse 2A, 6300 Zug", 47.170951, 8.5259132,1,2
1796,"Weinbergstrasse 2B, 6300 Zug", 47.1708966, 8.5259517,1,0
1797,"Panoramaweg 13, 6313 Menzingen", 47.176568, 8.595848199999999,1,1
1798,"Weinbergstrasse 2C, 6300 Zug", 47.1708059, 8.526029,1,2
1799,"alte Landstrasse A 12, 6315 Oberägeri", 47.1373655, 8.5975705,1,5
1800,"Ottostrasse 6A, 6330 Cham", 47.1822135, 8.4631534,1,2
1801,"Ottostrasse 4, 6330 Cham", 47.1820391, 8.4631467,1,2
1802,"Weinbergstrasse 3, 6340 Baar", 47.18491909999999, 8.5356051,1,13
1803,"Ochsenlohn , 6330 Cham", 47.1880659, 8.431129199999999,1,0
1804,"Ochsenfeissi 1, 6314 Unterägeri", 47.1070466, 8.5691477,1,0
1805,"Weinbergstrasse 30, 6340 Baar", 47.1834952, 8.5373357,1,1
1806,"Zämattlistrasse 3, 6318 Walchwil", 47.0979, 8.520821399999999,1,1
1807,"Ronystrasse 4C, 6331 Hünenberg", 47.17936419999999, 8.4247856,1,2
1808,"Zugerbergstrasse 5B, 6300 Zug", 47.1606719, 8.5189121,1,1
1809,"Sprützehusweg 6, 6315 Alosen", 47.1421728, 8.6364868,1,3
1810,"Sprützehusweg 8, 6315 Alosen", 47.1423013, 8.6362392,1,1
1811,"Spyr , 6318 Walchwil", 47.1069557, 8.5288623,1,1
1812,"St. Adrianstrasse 2, 6318 Walchwil", 47.0923041, 8.521135899999999,1,4
1813,"St. Adrianstrasse 28, 6318 Walchwil", 47.0914182, 8.5232459,1,2
1814,"Schutzengelstrasse 9, 6340 Baar", 47.1991899, 8.5337899,1,1
1815,"St. Adrianstrasse 32B, 6318 Walchwil", 47.0915906, 8.522994299999999,1,0
1816,"Schutzengelstrasse 6A, 6340 Baar", 47.1989031, 8.533212599999999,1,4
1817,"St. Adrianstrasse 5B, 6318 Walchwil", 47.0914095, 8.5222578,1,1
1818,"Schutzengelstrasse 6, 6340 Baar", 47.19909010000001, 8.533359599999999,1,16
1819,"Schutzengelstrasse 59, 6340 Baar", 47.197484, 8.5376973,1,7
1820,"Schutzengelstrasse 55, 6340 Baar", 47.1973986, 8.537220399999999,1,5
1821,"Schutzengelstrasse 51, 6340 Baar", 47.1983711, 8.5367815,1,8
1822,"Schutzengelstrasse 45, 6340 Baar", 47.1983614, 8.537187399999999,1,3
1823,"Zugerstrasse 63A, 6340 Baar", 47.1847855, 8.52122,1,1
1824,"Zugerstrasse 17, 6314 Unterägeri", 47.137435, 8.5822896,1,3
1826,"Schutzengelstrasse 38, 6340 Baar", 47.1973407, 8.5361876,1,13
1827,"Schutzengelstrasse 34G, 6340 Baar", 47.1982672, 8.5348098,1,2
1828,"Schutzengelstrasse 34C, 6340 Baar", 47.1977735, 8.535644399999999,1,3
1829,"Schutzengelstrasse 34A, 6340 Baar", 47.1977398, 8.5363432,1,9
1830,"Schurtannen 2, 6313 Menzingen", 47.16443049999999, 8.584172299999999,1,2
1831,"Schulweg 5, 6317 Oberwil b. Zug", 47.1479765, 8.5076327,1,1
1832,"St. Anna 10, 6314 Unterägeri", 47.1398573, 8.5846787,1,0
1833,"Schulhausstrasse 6, 6330 Cham", 47.18128410000001, 8.458412299999999,1,1
1834,"Schulhausstrasse 4, 6312 Steinhausen", 47.1928309, 8.4907795,1,7
1835,"Schulhausstrasse 32, 6318 Walchwil", 47.0976273, 8.517078,1,1
1836,"Schulhausstrasse 2, 6312 Steinhausen", 47.1931283, 8.4907945,1,8
1837,"Zugerstrasse 18A, 6318 Walchwil", 47.1011824, 8.512298099999999,1,4
1838,"Schwanden , 6313 Menzingen", 47.1661151, 8.5757537,1,3
1839,"Schulhausstrasse 18, 6318 Walchwil", 47.097096, 8.5173538,1,1
1841,"Schürmattstrasse 4B, 6331 Hünenberg", 47.1778787, 8.429124999999999,1,6
1842,"Spielhof 17, 6317 Oberwil b. Zug", 47.1455652, 8.506416699999999,1,3
1843,"Schürmatt 6, 6340 Baar", 47.19720299999999, 8.5182244,1,4
1844,"Schöngrund 6, 6343 Rotkreuz", 47.1438213, 8.428139,1,7
1845,"Zugerstrasse 62, 6340 Baar", 47.1853331, 8.5201951,1,1
1846,"Schönfels 5, 6300 Zug", 47.1444284, 8.5338525,1,1
1847,"Spielhof 2, 6317 Oberwil bei Zug", 47.14631199999999, 8.5067028,1,1
1848,"Schönegg 8A, 6300 Zug", 47.1524213, 8.5209052,1,2
1850,"Schönau 1, 6343 Rotkreuz", 47.1289477, 8.438988799999999,1,3
1851,"Schönau 1, 6332 Hagendorn", 47.20286919999999, 8.439394799999999,1,1
1852,"Spielhof 5, 6317 Oberwil bei Zug", 47.1453137, 8.507645499999999,1,7
1853,"Schwändi 4, 6314 Unterägeri", 47.1172314, 8.569740800000002,1,0
1854,"Schwändi 2, 6314 Unterägeri", 47.1172314, 8.569740800000002,1,1
1855,"Schwändeli 1, 6318 Walchwil", 47.1132821, 8.5226484,1,0
1856,"Spielhof 9, 6317 Oberwil", 47.1452486, 8.5069058,1,11
1857,"Spielhof 9, 6317 Oberwil b. Zug", 47.1452486, 8.5069058,1,11
1859,"Schwerzelrain 6, 6315 Oberägeri", 47.13725549999999, 8.6169973,1,1
1860,"Spitzmattli , 6340 Baar", 47.2037211, 8.5364263,1,4
1861,"Sprungstrasse 5A, 6314 Unterägeri", 47.1378154, 8.57477,1,0
1862,"Sprungstrasse 6, 6314 Unterägeri", 47.1388696, 8.5736849,1,2
1863,"Schwerzelrain 4A, 6315 Oberägeri", 47.1370513, 8.617612399999999,1,1
1864,"Schwerzelrain 2, 6315 Oberägeri", 47.1368674, 8.618003800000002,1,0
1865,"Schwellbüel 2, 6345 Neuheim", 47.1954104, 8.5880948,1,3
1869,"St. Germanstrasse 1, 634302 Buonas", 47.142278, 8.4565494,1,0
1870,"Schürmattstrasse 6B, 6331 Hünenberg", 47.1777143, 8.42837,1,3
1872,"St. Wendelin 12, 634304 Rotkreuz", 47.1532329, 8.4393108,1,0
1873,"Schlumpfenhof 4, 634304 Holzhäusern ZG", 47.153116, 8.4383862,1,0
1874,"St. Wendelin 3, 6343 Holzhäusern", 47.154072, 8.4390833,1,18
1875,"Schlumpfenhof 1, 634304 Holzhäusern", 47.1527198, 8.4397689,1,0
1876,"St. Wendelin 3, 634304 Holzhäusern", 47.154072, 8.4390833,1,0
1877,"Schlumpfenhof 1, 6343 Holzhäusern", 47.1527198, 8.4397689,1,1
1878,"Schluechtstrasse 7, 6330 Cham", 47.1865918, 8.4604003,1,5
1879,"Schluechtstrasse 5, 6330 Cham", 47.186421, 8.460443,1,3
1880,"Schluechtstrasse 2, 6330 Cham", 47.1852412, 8.460327699999999,1,18
1881,"St. Wendelin 5, 634304 Holzhäusern ZG", 47.1542189, 8.439711599999999,1,0
1882,"Schlossweg 7, 6343 Buonas", 47.1408943, 8.455258299999999,1,4
1883,"St. Wolfgang , 6331 Hünenberg", 47.1874995, 8.4301849,1,83
1884,"St. Wolfgang 7, 6331 Hünenberg", 47.1872722, 8.4278211,1,14
1885,"Schlossweg 2, 634302 Buonas", 41.4063889, -75.66499999999999,1,0
1886,"St. Wolfgangstrasse 5E, 6331 Hünenberg", 47.1777649, 8.4240918,1,3
1887,"Zugerstrasse 7, 6330 Cham", 47.1816405, 8.4602442,1,9
1888,"Schlossbergstrasse 1, 6312 Steinhausen", 47.1957725, 8.4798835,1,14
1889,"Schlossberg 9B, 6343 Risch", 47.1335165, 8.4646072,1,0
1890,"Schlossberg 8B, 634303 Risch", 36.778261, -119.4179324,1,0
1891,"Schlossberg 8B, 6343 Risch", 47.1335477, 8.464344200000001,1,0
1892,"Schlossberg 4B, 6343 Rotkreuz", 47.1331205, 8.463990899999999,1,0
1893,"Schlossberg 3A, 634303 Risch", 36.778261, -119.4179324,1,0
1894,"Schlossberg 20, 6343 Rotkreuz", 47.1323718, 8.462657199999999,1,0
1896,"Schlossberg 11A, 634303 Risch", 36.778261, -119.4179324,1,0
1897,"Schlossberg 10B, 634303 Risch", 36.778261, -119.4179324,1,0
1898,"Schlattwäldli 6, 6331 Hünenberg", 47.1808397, 8.429997799999999,1,6
1899,"Schlössliweg 2, 6345 Neuheim", 47.2048988, 8.5743878,1,2
1900,"Schlössliweg 7, 6345 Neuheim", 47.20417700000001, 8.5738304,1,1
1901,"St. Jakobsstrasse 8, 6330 Cham", 47.1788797, 8.4496507,1,0
1902,"Schmidhof , 6340 Baar", 47.19683149999999, 8.516252,1,4
1903,"St. Jakobstrasse 4, 6330 Cham", 47.1791106, 8.450718300000002,1,9
1904,"St. Johannes-Strasse 20, 6300 Zug", 47.178875, 8.504912,1,11
1905,"St. Johannes-Strasse 23, 6300 Zug", 47.179769, 8.5035315,1,12
1906,"St. Johannesstrasse 40, 6300 Zug", 47.18112929999999, 8.5023447,1,1
1907,"St. Meinrad , 6340 Baar", 47.15973, 8.5582355,1,0
1908,"St. Oswalds-Gasse 1, 6300 Zug", 47.1658992, 8.5165998,1,37
1909,"Schochenmühlestrasse 5, 6340 Baar", 47.1897648, 8.504517,1,1
1910,"Zugerstrasse 65B, 6340 Baar", 47.1847134, 8.520493799999999,1,1
1911,"Zugerstrasse 65D, 6340 Baar", 47.1846249, 8.5205633,1,1
1913,"Schochenmühlenstrasse 4, 6340 Baar", 47.1920293, 8.5122388,1,0
1914,"Schochenmühle 4, 6340 Baar", 47.18748, 8.500465000000002,1,16
1915,"Schochenmühle , 6300 Zug", 47.18748, 8.500465000000002,1,9
1916,"Schneitstrasse 7, 6315 Oberägeri", 47.138032, 8.6092906,1,7
1917,"Schneitstrasse 6, 6315 Oberägeri", 47.13787190000001, 8.6097064,1,7
1918,"Schneitstrasse 1, 6315 Oberägeri", 47.1374469, 8.608986699999999,1,9
1919,"Schmittli , 6314 Neuägeri", 47.1543827, 8.5602283,1,0
1920,"Schmiedstrasse 6, 6330 Cham", 47.181895, 8.459976,1,5
1922,"Schmiedstrasse 3C, 6330 Cham", 47.1818165, 8.4597936,1,0
1923,"St. Oswaldsgasse 16, 6300 Zug", 47.16545439999999, 8.5156419,1,1
1924,"St. Oswaldsgasse 5, 6300 Zug", 47.16545439999999, 8.5156419,1,3
1925,"Schmidhof 2, 634302 Buonas", 47.1391938, 8.4529421,1,0
1926,"Schmidhof 1, 6340 Baar", 47.1969921, 8.5203056,1,0
1927,"St. Wendelin 1, 6343 Holzhäusern", 47.154111, 8.4392503,1,55
1928,"St. Wendelin 1, 6343 Risch", 47.154111, 8.4392503,1,0
1929,"St. Wendelin 1, 634304 Holzhäusern", 47.154111, 8.4392503,1,0
1930,"Schürmattstrasse 5, 6331 Hünenberg", 47.17760819999999, 8.4302415,1,4
1931,"Schützenhausstrasse 16B, 6332 Hagendorn", 47.20695389999999, 8.4351548,1,0
1933,"Sonnenhaldenstrasse 75, 6331 Hünenberg", 47.1818079, 8.421993900000002,1,0
1934,"Sonnenhofstrasse 6A, 6340 Baar", 47.1745829, 8.5305515,1,1
1935,"Zugerstrasse 44B, 6318 Walchwil", 47.1055066, 8.5087353,1,1
1936,"Sonnenhofstrasse 8A, 6340 Baar", 47.1746667, 8.5310017,1,1
1937,"Zugerstrasse 44D, 6318 Walchwil", 47.1055953, 8.5088688,1,0
1938,"Sonnenrain 1, 631302 Edlibach", 13.1033391, 79.3690831,1,0
1939,"Zugerstrasse 46A, 6318 Walchwil", 47.1059588, 8.508480800000001,1,3
1940,"Sonnenrain 2, 631302 Edlibach", 47.18118, 8.5738,1,0
1941,"Sonnenruh , 6340 Baar", 47.2086, 8.515139999999999,1,5
1942,"Sonnenruh 3, 6340 Baar", 47.2084467, 8.5143832,1,0
1943,"Sonnenweg 17, 6340 Baar", 47.19343600000001, 8.5283483,1,15
1944,"Sonnenweg 2, 6345 Neuheim", 47.2003533, 8.572287,1,1
1945,"Sonnenweg 4, 6312 Steinhausen", 47.19630129999999, 8.4876124,1,1
1946,"Sonnenweg 4, 6340 Baar", 47.1929043, 8.527503099999999,1,2
1947,"Sennweid , 6340 Baar", 47.1996547, 8.531995,1,3
1948,"Seminarstrasse 8, 6313 Menzingen", 47.1787905, 8.5871034,1,6
1949,"Sonnenweg 5, 6312 Steinhausen", 47.1963537, 8.4881961,1,1
1950,"Seestrasse 9, 6314 Unterägeri", 47.1377629, 8.585659099999999,1,7
1951,"Seestrasse 71, 6314 Unterägeri", 47.1380546, 8.5932055,1,1
1952,"Seestrasse 70, 6330 Cham", 47.1798668, 8.465017699999999,1,0
1954,"Seestrasse 7, 6330 Cham", 47.1800667, 8.4607771,1,6
1955,"Sonnhalde 12, 6313 Edlibach", 47.18118, 8.5738,1,2
1956,"Seestrasse 7, 6314 Unterägeri", 47.1377052, 8.585467200000002,1,3
1957,"Sonnhalde 2, 631302 Edlibach", 47.18118, 8.5738,1,0
1958,"Seestrasse 5, 6330 Cham", 47.18011430000001, 8.4603324,1,4
1959,"Sonnhalde 4, 631302 Edlibach", 47.18118, 8.5738,1,0
1960,"Zugerstrasse 5, 6314 Unterägeri", 47.1373263, 8.583368799999999,1,27
1961,"Sonnenhofstrasse 1, 6340 Baar", 47.17488059999999, 8.5306894,1,10
1963,"Sonnhaldenstrasse 2, 6343 Rotkreuz", 47.1412082, 8.427702,1,1
1965,"Silbergasse 7, 6315 Oberägeri", 47.13496019999999, 8.6096728,1,1
1966,"Sinserstrasse 12, 6330 Cham", 47.1824019, 8.4585135,1,14
1967,"Silbergasse 3, 6315 Oberägeri", 47.1352827, 8.6100313,1,2
1968,"Silbergasse 2A, 6315 Oberägeri", 47.1353063, 8.6097282,1,1
1969,"Sinserstrasse 3, 6330 Cham", 47.1814872, 8.4586888,1,15
1970,"Sinserstrasse 500B, 6332 Hagendorn", 47.1983822, 8.429834699999999,1,0
1971,"Zugerstrasse 32/ 34, 6318 Walchwil", 47.1037518, 8.5097674,1,0
1972,"Sonnackerstrasse 12B, 6340 Baar", 47.1978824, 8.5164962,1,0
1974,"Zugerstrasse 3, 6318 Walchwil", 47.1011825, 8.511323299999999,1,18
1975,"Sihlbruggstrasse 3, 6345 Neuheim", 47.20049420000001, 8.5739941,1,4
1976,"Zugerstrasse 35, 6312 Steinhausen", 47.19371410000001, 8.4867908,1,18
1977,"Zugerstrasse 2, 634004 Sihlbrugg", 47.21700209999999, 8.5757777,1,0
1978,"Sonnackerstrasse 8, 6340 Baar", 47.1979751, 8.517686099999999,1,0
1979,"Sihlbruggstrasse 160, 6340 Baar", 47.21621649999999, 8.575501599999999,1,0
1980,"Sihlbruggstrasse 154, 6340 Baar", 47.2158971, 8.5744253,1,1
1982,"Sonnackerstrasse 9, 6340 Baar", 47.1975591, 8.5170886,1,4
1983,"Sonneggstrasse 2, 6330 Cham", 47.1845109, 8.462762,1,13
1984,"Sonneggstrasse 6, 6330 Cham", 47.18399160000001, 8.4619129,1,5
1985,"Sonneggstrasse 6, 6330 Cham", 47.18399160000001, 8.4619129,1,5
1986,"Sonneggstrasse 6, 6330 Cham", 47.18399160000001, 8.4619129,1,5
1987,"Sonneggstrasse 6, 6330 Cham", 47.18399160000001, 8.4619129,1,5
1988,"Sihlbruggstrasse 142A, 6340 Baar", 47.2146309, 8.571183399999999,1,3
1989,"Sihlbruggstrasse 142A, 6340 Baar", 47.2146309, 8.571183399999999,1,3
1990,"Sihlbruggstrasse 142A, 6340 Baar", 47.2146309, 8.571183399999999,1,3
1991,"Sihlbruggstrasse 142A, 6340 Baar", 47.2146309, 8.571183399999999,1,3
1992,"Sonneguet 4, 6331 Hünenberg", 47.1722547, 8.4188371,1,0
1993,"Sonneguet 4, 6331 Hünenberg", 47.1722547, 8.4188371,1,0
1994,"Sonneguet 4, 6331 Hünenberg", 47.1722547, 8.4188371,1,0
1995,"Sonneguet 4, 6331 Hünenberg", 47.1722547, 8.4188371,1,0
1996,"Sonnenberg 18B, 6313 Menzingen", 47.1748224, 8.5978754,1,1
1997,"Sonnenberg 18B, 6313 Menzingen", 47.1748224, 8.5978754,1,1
1998,"Sonnenberg 18B, 6313 Menzingen", 47.1748224, 8.5978754,1,1
