,Adresse,lat,lon,Firmen,Telbuch
434,"Leimatt A, 6317 Oberwil bei Zug", 47.1433245, 8.5084309,4,17
435,"Buonaserstrasse 1, 6343 Rotkreuz", 47.1411731, 8.4287677,4,21
436,"Leimatt B , 6317 Oberwil b. Zug", 47.14417299999999, 8.509297,4,58
437,"Deinikonerstrasse 8A, 6340 Baar", 47.1980602, 8.5303545,4,6
438,"Birststrasse 10, 6340 Baar", 47.1985126, 8.5326503,4,5
439,"Rigiweg 13, 634304 Holzhäusern ZG", 47.1553382, 8.439271,4,0
440,"Schochenmühle 3, 6300 Zug", 47.18728240000001, 8.500382199999999,4,1
441,"Hinterbuchholzstrasse 1B, 6314 Unterägeri", 47.1332023, 8.5784179,4,1
442,"St. Jakobstrasse 8, 6330 Cham", 47.17928810000001, 8.4499852,4,25
443,"Spielhof 11, 6317 Oberwil b. Zug", 47.1455652, 8.506416699999999,4,1
445,"Baarermattstrasse 8F, 6340 Baar", 47.179848, 8.52547,4,7
446,"Eichengasse 1, 6331 Hünenberg", 47.175639, 8.426507599999999,4,7
447,"Sternenmattstrasse 1, 6318 Walchwil", 47.1008856, 8.5129247,4,6
448,"Rütiweid 4, 6330 Cham", 47.1947099, 8.4553847,4,5
449,"Baarerstrasse 113A, 6300 Zug", 47.1796124, 8.5184106,4,1
450,"Edlibachstrasse 4, 6345 Neuheim", 47.199465, 8.5736512,4,8
451,"Alte Landstrasse A 12, 6315 Oberägeri", 47.1373655, 8.5975705,4,5
452,"Grubenstrasse 9, 6315 Oberägeri", 47.1403094, 8.6033267,4,4
453,"Müsliweg 9, 6315 Oberägeri", 47.1377497, 8.6124416,4,2
454,"Albisblick 7C, 6319 Allenwinden", 47.16312990000001, 8.5556886,4,1
455,"Sonnenberg 2, 6313 Menzingen", 47.17601980000001, 8.5963514,4,3
456,"Mühlestrasse 5, 631302 Edlibach", 47.18118, 8.5738,4,0
457,"Obermühleweid 3, 6330 Cham", 47.1865842, 8.4542542,4,2
458,"Dorfstrasse 9, 6340 Baar", 47.1941656, 8.525519599999999,4,4
460,"Eichstrasse 6A, 6330 Cham", 47.1831278, 8.4685542,4,0
461,"Zugerstrasse 4, 6314 Unterägeri", 47.1375014, 8.583754299999999,4,37
462,"Zugerstrasse 4, 6330 Cham", 47.18091460000001, 8.460516199999999,4,44
463,"St. Wendelin 3, 6343 Rotkreuz", 47.1540774, 8.439041999999999,4,1
464,"Sihlbruggstrasse 105A, 6340 Baar", 47.2128357, 8.5599657,4,9
465,"Sihlbruggstrasse 10, 6345 Neuheim", 47.20438129999999, 8.5841428,4,3
466,"Oberneuhofstrasse 3, 6341 Baar", 47.1888224, 8.5156866,4,0
467,"Holzhäusernstrasse 1, 6343 Rotkreuz", 47.1550828, 8.440026399999999,4,0
469,"Weinbergstrasse 7A, 6300 Zug", 47.1701775, 8.5268473,4,3
470,"Baarermattstrasse 8C, 6340 Baar", 47.179848, 8.52547,4,5
471,"Holzhäusernstrasse 3, 6331 Hünenberg", 47.1723863, 8.4265829,4,4
472,"Eichmattstrasse 97, 6331 Hünenberg", 47.1792367, 8.443230999999999,4,0
473,"Oberdorfstrasse 2, 6340 Baar", 47.1960255, 8.529313199999999,4,36
475,"Oberdorfstrasse 4, 6340 Baar", 47.1959784, 8.5295366,4,13
476,"Wishalde , 6340 Baar", 47.19724780000001, 8.541596199999999,4,3
477,"Staldenweg 3, 6313 Menzingen", 47.1815227, 8.598510899999999,4,6
478,"Artherstrasse 18C, 6300 Zug", 47.1624189, 8.5129595,4,1
480,"Alpenblick 7, 6330 Cham", 47.1847298, 8.475485899999999,4,3
481,"Sarbachstrasse 8, 6345 Neuheim", 47.20341639999999, 8.5821019,4,1
482,"Neuhofstrasse 8, 6341 Baar", 47.1896049, 8.5133532,4,1
483,"Sarbachstrasse 5, 6345 Neuheim", 47.2033046, 8.5828931,4,2
484,"Sinserstrasse 6, 6330 Cham", 47.18178409999999, 8.4588245,4,15
485,"Neuhofstrasse 3C, 6340 Baar", 47.1918633, 8.513722399999999,4,3
486,"Neuhofstrasse 32, 6340 Baar", 47.1890721, 8.5121469,4,1
487,"Stadelmatt , 6331 Hünenberg", 47.222095, 8.4056532,4,17
488,"Neuhofstrasse 21C, 6340 Baar", 47.1900719, 8.5157846,4,3
489,"Alpenblick 5, 6330 Cham", 47.1844265, 8.4742001,4,14
490,"Zeughausgasse 9A, 6300 Zug", 47.1669874, 8.5169424,4,4
492,"Bahnhofplatz , 6302 Zug", 47.1661672, 8.5154946,4,0
493,"Suurstoffi 14, 6343 Rotkreuz", 47.1441111, 8.4364067,4,5
494,"Suurstoffi 1, 6343 Rotkreuz", 47.144135, 8.4339884,4,46
495,"Seestrasse 16A, 6315 Oberägeri", 47.1352384, 8.609267299999999,4,4
496,"Mattweg 3, 6345 Neuheim", 47.20672, 8.5746103,4,0
497,"Dorfplatz 4, 6330 Cham", 47.1810157, 8.4592647,4,7
498,"St. Wendelin 1, 634304 Holzhäusern ZG", 47.154111, 8.4392503,4,0
499,"Seestrasse 9, 6330 Cham", 47.1799121, 8.460972,4,6
500,"Surenweg 5, 6318 Walchwil", 47.10729629999999, 8.511682799999999,4,1
501,"Weinbergstrasse 20, 6340 Baar", 47.1847991, 8.5368693,4,2
502,"Beim Bahnhof 2, 6312 Steinhausen", 47.193352, 8.478852,4,2
503,"Grünau 1, 5642 Mühlau", 47.22797389999999, 8.3972514,4,2
504,"Gulmstrasse 3, 6315 Oberägeri", 47.1347346, 8.615959799999999,4,15
505,"Industriestrasse 13, 6313 Menzingen", 47.1732557, 8.6028912,4,3
506,"Bahnhofstrasse 3, 6340 Baar", 47.1956007, 8.5249416,4,2
507,"Industriestrasse 13A, 6300 Zug", 47.1723612, 8.5181071,4,8
508,"Rothusstrasse 5B, 6331 Hünenberg", 47.16131050000001, 8.4414137,4,7
509,"Bahnhofstrasse 16, 6340 Baar", 47.1945603, 8.5230629,4,18
510,"Früebergstrasse 46, 6340 Baar", 47.2005623, 8.5242319,4,15
511,"Früebergstrasse 48, 6340 Baar", 47.200875, 8.5244626,4,10
512,"Maiackerstrasse 4, 6345 Neuheim", 47.2050281, 8.5747109,4,4
513,"Furrenstrasse 30A, 6314 Unterägeri", 47.137673, 8.5709702,4,1
514,"Zugerstrasse 5, 6330 Cham", 47.1815279, 8.4599511,4,42
515,"Mitteldorfstrasse 2, 6315 Oberägeri", 47.1353993, 8.6131244,4,8
516,"Kreuzrain 2, 6313 Edlibach", 47.1804674, 8.569870500000002,3,21
517,"Hänibüel 12A, 6300 Zug", 47.1576883, 8.516689099999999,3,1
518,"Holzhäusernstrasse 15, 6313 Menzingen", 47.1801048, 8.592257,3,2
519,"Sagenstrasse 10, 6318 Walchwil", 47.1046104, 8.5122351,3,0
520,"Sagenstrasse 9, 6318 Walchwil", 47.10295379999999, 8.5123863,3,0
521,"Rothusweg 14, 6300 Zug", 47.1700262, 8.519998,3,7
522,"Krämermatt 5, 6330 Cham", 47.1803305, 8.450266899999999,3,8
523,"Eichengasse 5, 6331 Hünenberg", 47.1761236, 8.4261802,3,2
524,"Schlossbergstrasse 2, 6312 Steinhausen", 47.1954959, 8.4796038,3,8
525,"Rote Trotte 2, 6340 Baar", 47.19040260000001, 8.5331707,3,7
526,"Krämermatt 2, 6330 Cham", 47.180067, 8.4505653,3,7
527,"Höfenstrasse 33A, 6312 Steinhausen", 47.1944594, 8.4956549,3,0
528,"Kreuzrain 1, 6313 Edlibach", 47.1811941, 8.5700706,3,11
529,"Büelstrasse 1, 6340 Baar", 47.19657650000001, 8.5284374,3,25
531,"Industriestrasse 3, 6313 Menzingen", 47.1737336, 8.6013937,3,2
532,"St. Adrianstrasse 8, 6318 Walchwil", 47.0918437, 8.521657099999999,3,1
533,"Aegeristrasse 7, 6300 Zug", 47.1662506, 8.5165165,3,22
534,"Erlenring 2, 6343 Rotkreuz", 47.1481759, 8.4291369,3,4
535,"Hintermattli 2, 6314 Unterägeri", 47.1187637, 8.5809815,3,3
536,"Scheuermattstrasse 8A, 6330 Cham", 47.1829767, 8.465331899999999,3,3
537,"Rigistrasse 170, 6340 Baar", 47.1837848, 8.5319137,3,5
538,"Bösch 83A, 6331 Hünenberg", 47.162082, 8.434411599999999,3,2
539,"Staldenhof , 6313 Menzingen", 47.18149950000001, 8.599025,3,4
540,"Staldenstrasse 6, 6313 Menzingen", 47.1810297, 8.5969883,3,5
541,"Huobhalde 3, 6333 Hünenberg See", 36.778261, -119.4179324,3,2
542,"Altgasse 46, 6340 Baar", 47.1926669, 8.5175798,3,8
543,"Erlenstrasse 4, 6343 Rotkreuz", 47.1493, 8.430221,3,5
544,"Langackerstrasse 7, 6330 Cham", 47.1986752, 8.453002699999999,3,3
545,"Rote Trotte 6, 6340 Baar", 47.1898807, 8.5331864,3,5
546,"Rigistrasse 188, 6340 Baar", 47.1830293, 8.5323384,3,5
548,"Sattelstrasse 3, 6315 Morgarten", 47.1033677, 8.6404807,3,0
550,"Schutzengelstrasse 63, 6340 Baar", 47.197427, 8.5380129,3,4
552,"St. Wendelin 1, 6343 Holzhäusern ZG", 47.154111, 8.4392503,3,55
553,"Falkenweg 3, 6340 Baar", 47.1964529, 8.5258042,3,7
554,"Holzhäusernstrasse 2, 6313 Menzingen", 47.1785985, 8.5905051,3,5
555,"Feldbergstrasse 18, 6319 Allenwinden", 47.1622851, 8.552966999999999,3,1
556,"Sagenmattstrasse 22, 6313 Finstersee", 47.16870309999999, 8.6252442,3,1
557,"Chalchrain 4, 6315 Oberägeri", 47.133139, 8.621177,3,2
558,"Dorfstrasse 31, 6319 Allenwinden", 47.1660856, 8.5535861,3,1
559,"Röhrliberg 4, 6330 Cham", 47.18494200000001, 8.4542701,3,42
560,"Ibelweg 19B, 6300 Zug", 47.18214890000001, 8.524770400000001,3,3
561,"Kirchbühl 2, 6330 Cham", 47.17954899999999, 8.458300099999999,3,5
562,"Eschfeldstrasse 3A, 6312 Steinhausen", 47.1984693, 8.4860467,3,8
563,"Röhrliberg 32A, 6330 Cham", 47.1865646, 8.4502396,3,2
564,"Ruessenstrasse 16, 6340 Baar", 47.211889, 8.5633704,3,2
565,"Deinikonerstrasse 6A, 6340 Baar", 47.19822370000001, 8.529912399999999,3,7
566,"Kanalweg 1, 6314 Unterägeri", 47.1398393, 8.5716286,3,7
567,"Ruessenstrasse 22, 6340 Baar", 47.2124676, 8.5648701,3,1
568,"Terrassenweg 1, 6315 Oberägeri", 47.13578529999999, 8.6217503,3,11
569,"Schochenmühle 7, 6300 Zug", 47.18748, 8.500465000000002,3,2
570,"Hof Himmelrich 24, 6340 Baar", 47.19187360000001, 8.5355102,3,4
572,"St. Oswalds-Gasse 18, 6300 Zug", 47.1647166, 8.5149701,3,5
573,"Alisbachweg 1, 6315 Oberägeri", 47.1334034, 8.6264793,3,10
574,"Rosenweg 3, 6330 Cham", 47.17898719999999, 8.4536717,3,2
575,"Aegeristrasse 69, 6300 Zug", 47.17053, 8.524954,3,4
576,"St. Wendelin 3, 6343 Holzhäusern ZG", 47.154072, 8.4390833,3,18
577,"Rusenstrasse 7, 6315 Alosen", 47.1417882, 8.6332316,3,2
578,"Rufibachstrasse 9, 6318 Walchwil", 47.0906712, 8.5224824,3,5
579,"Im Grod 1, 631502 Oberägeri", 47.13501309999999, 8.631773899999999,3,0
580,"Zugerstrasse 14, 6340 Baar", 47.1918796, 8.522537999999999,3,12
581,"Hinterbrettigen , 6313 Menzingen", 47.1771872, 8.6065912,3,1
582,"Engelmattstrasse 3, 6318 Walchwil", 47.0997856, 8.513510799999999,3,4
583,"Hof Himmelrich 5, 6340 Baar", 47.1914837, 8.5354641,3,3
584,"Chlingenstrasse 8, 6340 Baar", 47.2002164, 8.5349497,3,4
585,"Zugerstrasse 76A, 6341 Baar", 47.1832585, 8.519064799999999,3,0
586,"Rote Trotte 9, 6340 Baar", 47.1913966, 8.5336529,3,2
587,"Zugerstrasse 71, 6340 Baar", 47.1840018, 8.5205509,3,5
589,"Hünenbergerstrasse 49C, 6330 Cham", 47.1793485, 8.447358999999999,3,9
590,"Rigiweg 21B, 634304 Holzhäusern ZG", 47.1545303, 8.4385846,3,0
591,"Surenweg 7, 6318 Walchwil", 47.1068994, 8.5117934,3,0
592,"Knonauerstrasse , 6330 Cham", 47.199819, 8.4704844,3,157
593,"Tonishofstrasse 5, 6318 Walchwil", 47.1006416, 8.5171459,3,1
594,"Klostermatt 6, 6330 Cham", 47.1801663, 8.449543799999999,3,3
595,"Hünenbergerstrasse 5, 6330 Cham", 47.1795184, 8.4567807,3,5
596,"Hochwachtstrasse 2, 6312 Steinhausen", 47.1968286, 8.4863134,3,42
597,"Kleinweid 6, 6330 Cham", 47.1797568, 8.4531058,3,5
598,"St. Wendelin 4, 634304 Holzhäusern ZG", 47.1533357, 8.438864299999999,3,0
599,"Schmiedstrasse 8, 6330 Cham", 47.1821949, 8.4601844,3,9
600,"St. Antonsgasse 4, 6300 Zug", 47.1673915, 8.516552599999999,3,5
601,"Schulhausrain 1, 6330 Cham", 47.1799621, 8.456488499999999,3,1
602,"Chamerstrasse 68F, 6300 Zug", 47.1773678, 8.502375599999999,3,5
604,"Röhrliberg 8, 6330 Cham", 47.1854199, 8.4535694,3,11
606,"Hofstrasse 1B, 6300 Zug", 47.1635442, 8.5157519,3,3
607,"Kirchmattstrasse 28, 6312 Steinhausen", 47.1951176, 8.4826686,3,7
608,"Ronystrasse 14A, 6331 Hünenberg", 47.17926560000001, 8.4257996,3,1
609,"Alter Hubelweg 3, 6331 Hünenberg", 47.178154, 8.432665799999999,3,3
610,"Dürrenburgstrasse 3B, 6318 Walchwil", 47.1092806, 8.513040199999999,3,1
612,"Langgasse 47A, 6340 Baar", 47.1968953, 8.536568899999999,3,5
613,"Mühlegasse 3, 6314 Unterägeri", 47.1354535, 8.5840534,3,8
614,"Gulmmatt , 6341 Baar", 47.20989720000001, 8.5097684,3,1
615,"Weinberghöhe 24, 6340 Baar", 47.1845533, 8.5381178,3,1
616,"Parkstrasse 6, 6312 Steinhausen", 47.1926385, 8.4843738,3,11
617,"Parkstrasse 47, 6340 Baar", 47.2030387, 8.519174,3,2
618,"Parkstrasse 45, 6340 Baar", 47.2028932, 8.5193428,3,5
619,"Meisenbergstrasse 17, 6301 Zug", 47.153415, 8.515045299999999,3,0
620,"Weinbergstrasse 17, 6330 Cham", 47.1865919, 8.461848999999999,3,0
621,"Bahnmatt 27, 6341 Baar", 47.1957284, 8.5217186,3,0
622,"Panoramaweg 5, 6340 Baar", 47.1906233, 8.5356777,3,5
623,"Furrenstrasse 4, 6314 Unterägeri", 47.1375165, 8.583898699999999,3,0
624,"Guggenbüel 16, 6340 Baar", 47.2023217, 8.5131275,3,1
625,"Oberwiler Kirchweg 9E, 6300 Zug", 47.1584128, 8.516162999999999,3,0
626,"Seestrasse 8, 6314 Unterägeri", 47.1374376, 8.5856382,3,6
627,"Sonnenweg 6, 6340 Baar", 47.1929655, 8.527710599999999,3,1
628,"Fürschwand , 6313 Menzingen", 47.1544512, 8.591113499999999,3,4
629,"Bahnhofstrasse 7, 6312 Steinhausen", 47.1964198, 8.4848249,3,8
630,"Morgartenstrasse 2, 6315 Oberägeri", 47.13405119999999, 8.6148543,3,5
631,"Aegeristrasse 116, 6300 Zug", 47.1713301, 8.5305248,3,4
632,"Mühlegasse 1, 6314 Unterägeri", 47.1354839, 8.5843168,3,17
633,"Mühlegasse 12, 6340 Baar", 47.200078, 8.5279636,3,29
634,"Arbachstrasse 25D, 6340 Baar", 47.1797255, 8.5341839,3,3
635,"Zugerbergstrasse 36A, 6300 Zug", 47.1587733, 8.5199289,3,3
636,"Parkstrasse 9, 6312 Steinhausen", 47.1920868, 8.484575699999999,3,13
637,"Sonnhaldenstrasse 23, 6331 Hünenberg", 47.1788708, 8.4225336,3,12
638,"Weid 24, 6313 Menzingen", 47.1774386, 8.5939294,3,6
639,"Poststrasse 7, 6315 Oberägeri", 47.1341512, 8.612262099999999,3,3
640,"Poststrasse 6, 6340 Baar", 47.1947962, 8.524967499999999,3,2
642,"Aegeristrasse 24, 6300 Zug", 47.1660247, 8.517487299999999,3,6
643,"Zugerbergstrasse 41B, 6300 Zug", 47.1569362, 8.5201424,3,5
645,"Gütschstrasse 6, 6312 Steinhausen", 47.1999242, 8.4773643,3,1
647,"Weid 22, 6313 Menzingen", 47.1772301, 8.5936872,3,2
648,"Seehofstrasse 8, 6314 Unterägeri", 47.1355714, 8.5902222,3,1
649,"Seestrasse 2, 634302 Buonas", 47.14221, 8.45593,3,0
650,"Sonnhaldenstrasse 91, 6331 Hünenberg", 47.1828122, 8.4228873,3,11
651,"Weid 41, 6313 Menzingen", 47.1765081, 8.595286999999999,3,2
653,"Lättichstrasse 1A, 6341 Baar", 47.1975914, 8.538702599999999,3,0
654,"Lättichstrasse 4A, 6340 Baar", 47.1989768, 8.5400624,3,4
655,"Zugerstrasse 58, 6330 Cham", 47.1818549, 8.4680679,3,18
656,"Gutschstrasse 19, 6313 Menzingen", 47.1750054, 8.5961114,3,3
657,"Langgasse 53, 6340 Baar", 47.197156, 8.5381393,3,4
658,"Berchtwilerstrasse 9, 6343 Rotkreuz", 47.1431014, 8.426068899999999,3,4
659,"Mühlegasse 18J, 6340 Baar", 47.1996232, 8.5267118,3,1
660,"Adelheid-Page-Strasse 18B, 6330 Cham", 47.1806901, 8.4653941,3,1
662,"Gartenstrasse 4, 6331 Hünenberg", 47.1786166, 8.4280437,3,3
663,"Baarermattstrasse 8B, 6340 Baar", 47.1808096, 8.526221200000002,3,5
664,"Sihlbruggstrasse 3B, 6340 Baar", 47.1986213, 8.540122799999999,3,1
665,"Obere Rainstrasse 9, 6345 Neuheim", 47.204883, 8.5777743,3,3
666,"Zugerstrasse 3, 6340 Baar", 47.1929934, 8.5232298,3,29
667,"Baarermattstrasse 18, 6340 Baar", 47.1793684, 8.5242636,3,5
668,"Neuhofstrasse 21D, 6340 Baar", 47.18998999999999, 8.514978,3,3
669,"Neuhofstrasse 25, 6342 Baar", 47.1894151, 8.5157978,3,0
670,"Obere Rainstrasse 48, 6345 Neuheim", 47.2052975, 8.5798644,3,5
672,"Neuhofstrasse 52, 6345 Neuheim", 47.2016956, 8.572774599999999,3,2
673,"Sinserstrasse 8, 6330 Cham", 47.1819821, 8.4587421,3,5
674,"Artherstrasse 47B, 6318 Walchwil", 47.0929514, 8.5209191,3,0
675,"Neuhofstrasse 60, 6345 Neuheim", 47.2032227, 8.5742121,3,1
676,"Artherstrasse 113, 6317 Oberwil b. Zug", 47.14795429999999, 8.507118,3,0
677,"Oberdorfstrasse 8C, 6340 Baar", 47.1955166, 8.5298572,3,10
678,"Artherstrasse 163a, 6317 Oberwil bei Zug", 47.1432321, 8.5061009,3,1
679,"Oberdorfstrasse 6, 6340 Baar", 47.1960053, 8.5296647,3,11
680,"Oberdorfstrasse 38, 6340 Baar", 47.195133, 8.5315763,3,7
681,"Oberdorfstrasse 3, 6340 Baar", 47.1963301, 8.5291716,3,42
682,"Sinserstrasse 4, 6330 Cham", 47.1816647, 8.4588833,3,14
683,"Sinserstrasse 17B, 6330 Cham", 47.1824703, 8.4578498,3,3
684,"Neugasse 8, 6340 Baar", 47.1959889, 8.525476399999999,3,3
685,"Alte Landstrasse 11, 6314 Unterägeri", 47.137425, 8.5958813,3,16
686,"Arbachstrasse 6, 6340 Baar", 47.1815405, 8.5323824,3,21
687,"Obermühle 11, 6340 Baar", 47.1982789, 8.5316821,3,1
688,"Sihlbruggstrasse 103, 6340 Baar", 47.2123842, 8.557872099999999,3,3
689,"Sihlbruggstrasse 105a, 6340 Baar", 47.2128357, 8.5599657,3,9
690,"Grundstrasse 4, 6340 Baar", 47.1929646, 8.5286174,3,3
691,"Sihlbruggstrasse 114, 6340 Baar", 47.212723, 8.5624355,3,6
692,"Mühlestrasse 25, 631302 Edlibach", 13.1033391, 79.3690831,3,0
693,"Bachweg 23B, 6315 Oberägeri", 47.13670430000001, 8.614599,3,1
694,"Alosenstrasse 7, 6315 Oberägeri", 47.1407818, 8.620681,3,3
695,"Neudorfstrasse 10, 6313 Menzingen", 47.1775952, 8.5913828,3,7
696,"Zugerstrasse 4, 6312 Steinhausen", 47.19649039999999, 8.484812,3,37
697,"Grubenstrasse 18, 6315 Oberägeri", 47.1402872, 8.6046787,3,2
698,"Grindel , 6315 Oberägeri", 47.1351173, 8.6131948,3,6
699,"Neudorfstrasse 30B, 6313 Menzingen", 47.1756793, 8.5945583,3,7
700,"Neudorfstrasse 33, 6313 Menzingen", 47.1768447, 8.593449099999999,3,8
702,"Neudorfstrasse 35, 6313 Menzingen", 47.1765958, 8.593863299999999,3,2
703,"Neudorfstrasse 5, 6313 Menzingen", 47.1784218, 8.5910139,3,6
704,"Baarerstrasse 110C, 6300 Zug", 47.180117, 8.5192784,3,5
705,"Neudorfstrasse 7, 6313 Menzingen", 47.1783667, 8.5911181,3,5
706,"Zugerstrasse 58A, 6314 Unterägeri", 47.138043, 8.579203,3,4
707,"Binzenmatt 9, 6314 Unterägeri", 47.1372451, 8.578765599999999,3,11
708,"Haldenstrasse 1, 6342 Baar", 47.1960905, 8.5369929,3,0
709,"Lorzendamm 8, 6340 Baar", 47.1945238, 8.540231799999999,3,1
710,"Schützenhausstrasse 6, 6332 Hagendorn", 47.207048, 8.4337932,3,3
711,"Rebenweg 8, 6331 Hünenberg", 47.1768262, 8.4238944,3,4
712,"Lindengasse 4, 6314 Unterägeri", 47.1362033, 8.584280399999999,3,4
713,"Allmendstrasse 3A, 6312 Steinhausen", 47.19029210000001, 8.4884931,3,5
714,"Blimoos 8, 6318 Walchwil", 47.1041, 8.513898,3,2
715,"Lindenmatt 1, 6343 Rotkreuz", 47.1389131, 8.4273732,3,62
716,"Lindenmatt 16A, 6343 Rotkreuz", 47.13925039999999, 8.4257236,3,4
717,"Lindenmatt 2, 6343 Rotkreuz", 47.1391152, 8.4259975,3,19
718,"Blickensdorferstrasse 4, 6340 Baar", 47.2014661, 8.5170832,3,3
719,"Lindenmatt 6, 6343 Rotkreuz", 47.1389297, 8.426174,3,1
720,"Lindenmatt 7, 6343 Rotkreuz", 47.1385489, 8.4274993,3,6
721,"Lindenstrasse 3, 6340 Baar", 47.1844553, 8.5188463,3,3
722,"Aegeristrasse 35, 6340 Baar", 47.1933213, 8.534245,3,6
723,"Hammer 1, 6330 Cham", 47.181225, 8.4592089,3,10
724,"Aegeristrasse 31A, 6340 Baar", 47.1940123, 8.5348018,3,2
726,"Hammerstrasse 4B, 6312 Steinhausen", 47.1979792, 8.4847217,3,7
727,"Letzistrasse 15C, 6300 Zug", 47.1782794, 8.5002582,3,2
728,"Riedweg 1, 6315 Oberägeri", 47.1347496, 8.611191700000001,3,3
730,"Schwandegg , 6313 Menzingen", 47.16737550000001, 8.6060027,3,2
731,"Sprützehusweg 6, 631502 Alosen", 47.1421728, 8.6364868,3,0
732,"Hauptstrasse 4, 6315 Oberägeri", 47.1350625, 8.6136494,3,30
733,"Hauptstrasse 15, 6313 Menzingen", 47.1783866, 8.5869879,3,2
734,"Hauptstrasse 11, 6313 Menzingen", 47.178177, 8.5879885,3,1
735,"Aegeristrasse 47B, 6300 Zug", 47.1685178, 8.5216032,3,2
736,"Reusshalde 1, 6331 Hünenberg", 36.778261, -119.4179324,3,3
737,"Leimatt B, 6317 Oberwil bei Zug", 47.14417299999999, 8.509297,3,58
738,"Unterschwändi 1, 6318 Walchwil", 47.1172445, 8.5204347,3,3
740,"Brunnmatt 9, 6330 Cham", 47.1927581, 8.4483443,3,3
741,"Schönegg 8B, 6300 Zug", 47.1524213, 8.5209052,3,2
742,"Brunnenmattstrasse 7, 6317 Oberwil bei Zug", 47.1486087, 8.5092681,3,2
743,"Lindenstrasse 9, 6340 Baar", 47.1841158, 8.5187665,3,2
744,"Allmendstrasse 1, 6312 Steinhausen", 47.1904827, 8.488846299999999,3,23
745,"Holzhäusernstrasse 54, 634302 Buonas", 47.1435018, 8.451403599999999,3,0
746,"Blegistrasse 7, 6343 Rotkreuz", 47.149643, 8.4374861,3,2
748,"Haldenstrasse 21, 6313 Menzingen", 47.1801079, 8.5837495,3,4
749,"Blegistrasse 21, 6340 Baar", 47.2151113, 8.5674609,3,3
750,"Freudenberg 1, 6343 Rotkreuz", 47.1543487, 8.4556837,3,1
751,"Forrenstrasse 2, 6343 Rotkreuz", 47.1496688, 8.433350299999999,3,1
752,"Lorzeninsel 4, 6332 Hagendorn", 47.2033091, 8.4341691,3,3
753,"Blegistrasse 3, 6341 Baar", 47.2162108, 8.5722375,3,4
755,"Hinterbergstrasse 36, 6330 Cham", 47.1888126, 8.4786439,2,2
756,"Hinterbergstrasse 35, 6318 Walchwil", 47.09610379999999, 8.522418499999999,2,0
757,"Oberdorfstrasse 1, 6340 Baar", 47.1960436, 8.5288963,2,54
758,"Schlossbergstrasse 3, 6312 Steinhausen", 47.1951976, 8.480115699999999,2,0
759,"Seehofstrasse 11H, 6330 Cham", 47.1805298, 8.4613005,2,2
760,"Schutzengelstrasse 39, 6340 Baar", 47.1979777, 8.537813,2,5
761,"Hauptseestrasse 111, 6315 Oberägeri", 47.1089856, 8.6421621,2,0
762,"Schlossbergstrasse 6, 6312 Steinhausen", 47.1948471, 8.480070699999999,2,3
763,"Schlossweg 5, 634302 Buonas", 46.8085752, 7.47148,2,0
764,"Holderbachweg 6, 6315 Oberägeri", 47.13800089999999, 8.6029761,2,3
765,"Schwändeli , 6318 Walchwil", 47.1132821, 8.5226484,2,0
766,"Hasenbergstrasse 7, 6312 Steinhausen", 47.199121, 8.4786553,2,4
767,"Schlossweg 7, 634302 Buonas", 36.778261, -119.4179324,2,0
768,"Hofstrasse 76C, 6300 Zug", 47.15482919999999, 8.5126753,2,0
769,"Heiterstalden , 631302 Edlibach", 13.1033391, 79.3690831,2,0
770,"Schlossweg 8, 634302 Buonas", 41.4063889, -75.66499999999999,2,0
771,"Haltenstrasse 6, 6315 Oberägeri", 47.14032479999999, 8.607772599999999,2,3
772,"Schürmatt 4, 6340 Baar", 47.19720299999999, 8.5182244,2,2
773,"Alpenblick 3, 6330 Cham", 47.1841778, 8.4738522,2,13
774,"Schürmattstrasse 1, 6331 Hünenberg", 47.1776406, 8.430664199999999,2,21
775,"Sihlbruggstrasse 146, 6340 Baar", 47.2151351, 8.5723016,2,1
776,"Schutzengelstrasse 34c, 6340 Baar", 47.1977735, 8.535644399999999,2,3
777,"Alosenstrasse 9, 6315 Oberägeri", 47.1413772, 8.622098099999999,2,1
778,"Sihlbruggstrasse 20, 6345 Neuheim", 47.2043336, 8.5843539,2,1
779,"Zugerstrasse 62A, 6314 Unterägeri", 47.1375165, 8.583898699999999,2,7
780,"Seckistrasse 5, 6318 Walchwil", 47.0969309, 8.517693,2,1
781,"Holzhäusernstrasse 10, 6313 Menzingen", 47.1790523, 8.5913987,2,3
782,"Seehof 1, 6313 Finstersee", 47.16694, 8.62951,2,3
783,"Alpenblick 8, 6330 Cham", 47.1835859, 8.474645599999999,2,4
784,"Albisstrasse 45, 6312 Steinhausen", 47.19215089999999, 8.4932381,2,4
785,"Grabenstrasse 11D, 6340 Baar", 47.1862629, 8.518951,2,1
786,"Sihlmatt , 6313 Menzingen", 47.1939254, 8.615960099999999,2,1
787,"Hauptstrasse 42A, 6315 Oberägeri", 47.1359688, 8.609098699999999,2,3
788,"Hauptstrasse 40, 6315 Oberägeri", 47.1362757, 8.609,2,5
789,"Sihlbruggstrasse 99, 6340 Baar", 47.2121325, 8.556929499999999,2,3
790,"Schwand , 6313 Menzingen", 47.192199, 8.6108953,2,14
791,"Seehofmatt 8, 6314 Unterägeri", 47.13375389999999, 8.588788899999999,2,2
