,output,Adresse
481,"{'results': [{'address_components': [{'long_name': 'Chamau', 'short_name': 'Chamau', 'types': ['route']}, {'long_name': 'Hünenberg', 'short_name': 'Hünenberg', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6331', 'short_name': '6331', 'types': ['postal_code']}], 'formatted_address': 'Chamau, 6331 Hünenberg, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.2115687, 'lng': 8.412749999999999}, 'southwest': {'lat': 47.2025532, 'lng': 8.405237999999999}}, 'location': {'lat': 47.2070333, 'lng': 8.4088897}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.2115687, 'lng': 8.412749999999999}, 'southwest': {'lat': 47.2025532, 'lng': 8.405237999999999}}}, 'partial_match': True, 'place_id': 'ChIJq3IIIUUBkEcR9rhtmZAzr2c', 'types': ['route']}], 'status': 'OK'}","Chamau , 6331 Hünenberg"
482,"{'results': [{'address_components': [{'long_name': '15', 'short_name': '15', 'types': ['street_number']}, {'long_name': 'Chamau', 'short_name': 'Chamau', 'types': ['route']}, {'long_name': 'Hünenberg', 'short_name': 'Hünenberg', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6331', 'short_name': '6331', 'types': ['postal_code']}], 'formatted_address': 'Chamau 15, 6331 Hünenberg, Switzerland', 'geometry': {'location': {'lat': 47.2081065, 'lng': 8.411877600000002}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.2094554802915, 'lng': 8.413226580291505}, 'southwest': {'lat': 47.2067575197085, 'lng': 8.4105286197085}}}, 'partial_match': True, 'place_id': 'ChIJZ5BomkUBkEcRtK7X_7knaYQ', 'plus_code': {'compound_code': '6C56+6Q Hünenberg, Switzerland', 'global_code': '8FVC6C56+6Q'}, 'types': ['street_address']}], 'status': 'OK'}","Chamau 15A, 6331 Hünenberg"
483,"{'results': [{'address_components': [{'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Canton of Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}], 'formatted_address': '6300 Zug, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.1897764, 'lng': 8.576700899999999}, 'southwest': {'lat': 47.0811167, 'lng': 8.4752551}}, 'location': {'lat': 47.15582999999999, 'lng': 8.5314882}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.1897764, 'lng': 8.576700899999999}, 'southwest': {'lat': 47.0811167, 'lng': 8.4752551}}}, 'partial_match': True, 'place_id': 'ChIJ8-RGYCmrmkcR1mSA0jbk81M', 'types': ['postal_code']}], 'status': 'OK'}","Chamerfussweg 23B, 6300 Zug"
484,"{'results': [{'address_components': [{'long_name': '12B', 'short_name': '12B', 'types': ['street_number']}, {'long_name': 'Chamerstrasse', 'short_name': 'Chamerstrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Chamerstrasse 12B, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1718394, 'lng': 8.5117643}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1731883802915, 'lng': 8.513113280291503}, 'southwest': {'lat': 47.1704904197085, 'lng': 8.510415319708498}}}, 'partial_match': True, 'place_id': 'ChIJvZzN_vWqmkcRfDTjp0RsIJw', 'plus_code': {'compound_code': '5GC6+PP Zug, Switzerland', 'global_code': '8FVC5GC6+PP'}, 'types': ['street_address']}], 'status': 'OK'}","Chamerstrasse 12B, 6300 Zug"
485,"{'results': [{'address_components': [{'long_name': '167', 'short_name': '167', 'types': ['street_number']}, {'long_name': 'Chamerstrasse', 'short_name': 'Chamerstrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Chamerstrasse 167, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1814317, 'lng': 8.48596}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 47.1827806802915, 'lng': 8.487308980291502}, 'southwest': {'lat': 47.1800827197085, 'lng': 8.484611019708497}}}, 'partial_match': True, 'place_id': 'EihDaGFtZXJzdHJhc3NlIDE2NywgNjMwMCBadWcsIFN3aXR6ZXJsYW5kIhsSGQoUChIJqePZiXiqmkcR6NRx7Z4JZqsQpwE', 'types': ['street_address']}], 'status': 'OK'}","Chamerstrasse 167, 6300 Zug"
486,"{'results': [{'address_components': [{'long_name': '40A', 'short_name': '40A', 'types': ['street_number']}, {'long_name': 'Chamerstrasse', 'short_name': 'Chamerstrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Chamerstrasse 40A, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1733979, 'lng': 8.5071963}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.17474688029151, 'lng': 8.508545280291504}, 'southwest': {'lat': 47.17204891970851, 'lng': 8.505847319708499}}}, 'partial_match': True, 'place_id': 'ChIJ3dFJ5l-qmkcRUXeDXbPJFDU', 'plus_code': {'compound_code': '5GF4+9V Zug, Switzerland', 'global_code': '8FVC5GF4+9V'}, 'types': ['street_address']}], 'status': 'OK'}","Chamerstrasse 40A, 6302 Zug"
487,"{'results': [{'address_components': [{'long_name': '56A', 'short_name': '56A', 'types': ['street_number']}, {'long_name': 'Chamerstrasse', 'short_name': 'Chamerstrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Chamerstrasse 56A, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1746004, 'lng': 8.5050644}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1759493802915, 'lng': 8.506413380291502}, 'southwest': {'lat': 47.1732514197085, 'lng': 8.503715419708497}}}, 'partial_match': True, 'place_id': 'ChIJ0-lyXGCqmkcRgbVAUgtcebI', 'plus_code': {'compound_code': '5GF4+R2 Zug, Switzerland', 'global_code': '8FVC5GF4+R2'}, 'types': ['street_address']}], 'status': 'OK'}","Chamerstrasse 56A, 6301 Zug"
488,"{'results': [{'address_components': [{'long_name': '68A', 'short_name': '68A', 'types': ['street_number']}, {'long_name': 'Chamerstrasse', 'short_name': 'Chamerstrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Chamerstrasse 68A, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1762425, 'lng': 8.5016143}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1775914802915, 'lng': 8.502963280291503}, 'southwest': {'lat': 47.1748935197085, 'lng': 8.500265319708499}}}, 'partial_match': True, 'place_id': 'ChIJCc5sYWGqmkcRO94Noskbwdo', 'plus_code': {'compound_code': '5GG2+FJ Zug, Switzerland', 'global_code': '8FVC5GG2+FJ'}, 'types': ['street_address']}], 'status': 'OK'}","Chamerstrasse 68A, 6300 Zug"
489,"{'results': [{'address_components': [{'long_name': '68C', 'short_name': '68C', 'types': ['street_number']}, {'long_name': 'Chamerstrasse', 'short_name': 'Chamerstrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Chamerstrasse 68C, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1767697, 'lng': 8.5020214}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1781186802915, 'lng': 8.503370380291502}, 'southwest': {'lat': 47.1754207197085, 'lng': 8.500672419708497}}}, 'partial_match': True, 'place_id': 'ChIJuQqJW2GqmkcRD9aAsgbdWSY', 'plus_code': {'compound_code': '5GG2+PR Zug, Switzerland', 'global_code': '8FVC5GG2+PR'}, 'types': ['street_address']}], 'status': 'OK'}","Chamerstrasse 68C, 6300 Zug"
490,"{'results': [{'address_components': [{'long_name': '68G', 'short_name': '68G', 'types': ['street_number']}, {'long_name': 'Chamerstrasse', 'short_name': 'Chamerstrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Chamerstrasse 68G, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1774766, 'lng': 8.5024454}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.17882558029149, 'lng': 8.5037943802915}, 'southwest': {'lat': 47.1761276197085, 'lng': 8.501096419708496}}}, 'partial_match': True, 'place_id': 'ChIJh9K_UmGqmkcRn_TunB8L-KY', 'plus_code': {'compound_code': '5GG2+XX Zug, Switzerland', 'global_code': '8FVC5GG2+XX'}, 'types': ['street_address']}], 'status': 'OK'}","Chamerstrasse 68G, 6300 Zug"
491,"{'results': [{'address_components': [{'long_name': '7', 'short_name': '7', 'types': ['street_number']}, {'long_name': 'Chamerstrasse', 'short_name': 'Chamerstrasse', 'types': ['route']}, {'long_name': 'Hünenberg', 'short_name': 'Hünenberg', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6331', 'short_name': '6331', 'types': ['postal_code']}], 'formatted_address': 'Chamerstrasse 7, 6331 Hünenberg, Switzerland', 'geometry': {'location': {'lat': 47.1732627, 'lng': 8.4264093}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.17461168029149, 'lng': 8.427758280291501}, 'southwest': {'lat': 47.17191371970849, 'lng': 8.425060319708498}}}, 'partial_match': True, 'place_id': 'ChIJmZVCyq4BkEcRMOgzA2ioJJ8', 'plus_code': {'compound_code': '5CFG+8H Hünenberg, Switzerland', 'global_code': '8FVC5CFG+8H'}, 'types': ['street_address']}], 'status': 'OK'}","Chamerstrasse 7, 6331 Hünenberg"
492,"{'results': [{'address_components': [{'long_name': '70C', 'short_name': '70C', 'types': ['street_number']}, {'long_name': 'Chamerstrasse', 'short_name': 'Chamerstrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Chamerstrasse 70C, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1768301, 'lng': 8.5016866}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1781790802915, 'lng': 8.5030355802915}, 'southwest': {'lat': 47.1754811197085, 'lng': 8.500337619708496}}}, 'partial_match': True, 'place_id': 'ChIJtYp04mOqmkcRMxulC9DyBK0', 'plus_code': {'compound_code': '5GG2+PM Zug, Switzerland', 'global_code': '8FVC5GG2+PM'}, 'types': ['street_address']}], 'status': 'OK'}","Chamerstrasse 70C, 6300 Zug"
493,"{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Eichhofweg', 'short_name': 'Eichhofweg', 'types': ['route']}, {'long_name': 'Walchwil', 'short_name': 'Walchwil', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6318', 'short_name': '6318', 'types': ['postal_code']}], 'formatted_address': 'Eichhofweg 1, 6318 Walchwil, Switzerland', 'geometry': {'location': {'lat': 47.1008581, 'lng': 8.514267799999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.10220708029149, 'lng': 8.515616780291502}, 'southwest': {'lat': 47.0995091197085, 'lng': 8.512918819708498}}}, 'partial_match': True, 'place_id': 'ChIJ6TkyhvxUhUcRnsqCHgRa944', 'plus_code': {'compound_code': '4G27+8P Walchwil, Switzerland', 'global_code': '8FVC4G27+8P'}, 'types': ['street_address']}], 'status': 'OK'}","Eichhofweg 1, 6318 Walchwil"
494,"{'results': [{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Eichholzstrasse', 'short_name': 'Eichholzstrasse', 'types': ['route']}, {'long_name': 'Steinhausen', 'short_name': 'Steinhausen', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6312', 'short_name': '6312', 'types': ['postal_code']}], 'formatted_address': 'Eichholzstrasse 3, 6312 Steinhausen, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.1928609, 'lng': 8.4886002}, 'southwest': {'lat': 47.1926481, 'lng': 8.4882864}}, 'location': {'lat': 47.1927438, 'lng': 8.4884836}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1941034802915, 'lng': 8.489792280291503}, 'southwest': {'lat': 47.1914055197085, 'lng': 8.487094319708499}}}, 'partial_match': True, 'place_id': 'ChIJbynBWXWqmkcRGmtRr88pOoI', 'types': ['premise']}], 'status': 'OK'}","Eichholzstrasse 3, 6312 Steinhausen"
495,"{'results': [{'address_components': [{'long_name': '4', 'short_name': '4', 'types': ['street_number']}, {'long_name': 'Eichholzstrasse', 'short_name': 'Eichholzstrasse', 'types': ['route']}, {'long_name': 'Steinhausen', 'short_name': 'Steinhausen', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6312', 'short_name': '6312', 'types': ['postal_code']}], 'formatted_address': 'Eichholzstrasse 4, 6312 Steinhausen, Switzerland', 'geometry': {'location': {'lat': 47.1924978, 'lng': 8.488833099999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1938467802915, 'lng': 8.4901820802915}, 'southwest': {'lat': 47.1911488197085, 'lng': 8.487484119708496}}}, 'partial_match': True, 'place_id': 'ChIJyYNRW3WqmkcRczHC6-ZgnkY', 'plus_code': {'compound_code': '5FRQ+XG Steinhausen, Switzerland', 'global_code': '8FVC5FRQ+XG'}, 'types': ['street_address']}], 'status': 'OK'}","Eichholzstrasse 4, 6312 Steinhausen"
496,"{'results': [{'address_components': [{'long_name': '14', 'short_name': '14', 'types': ['street_number']}, {'long_name': 'Fuchsloch', 'short_name': 'Fuchsloch', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6317', 'short_name': '6317', 'types': ['postal_code']}], 'formatted_address': 'Fuchsloch 14, 6317 Oberwil bei Zug, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.14244009999999, 'lng': 8.511156}, 'southwest': {'lat': 47.14193119999999, 'lng': 8.5109522}}, 'location': {'lat': 47.142286, 'lng': 8.5110438}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.14353463029149, 'lng': 8.512403080291502}, 'southwest': {'lat': 47.14083666970849, 'lng': 8.509705119708498}}}, 'partial_match': True, 'place_id': 'ChIJW9q1c9CqmkcRC9lonD7YHqU', 'types': ['premise']}], 'status': 'OK'}","Fuchsloch 14, 6317 Oberwil b. Zug"
497,"{'results': [{'address_components': [{'long_name': 'Früeberg', 'short_name': 'Früeberg', 'types': ['colloquial_area', 'political']}, {'long_name': 'Baar', 'short_name': 'Baar', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6340', 'short_name': '6340', 'types': ['postal_code']}], 'formatted_address': 'Früeberg, 6340 Baar, Switzerland', 'geometry': {'location': {'lat': 47.2069746, 'lng': 8.5262706}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.2145543, 'lng': 8.542278}, 'southwest': {'lat': 47.1993939, 'lng': 8.510263199999999}}}, 'partial_match': True, 'place_id': 'ChIJaWqnWyaqmkcRsPOO5BD-owI', 'types': ['colloquial_area', 'political']}], 'status': 'OK'}","Früeberg 16C, 6340 Baar"
498,"{'results': [{'address_components': [{'long_name': 'Früeberg', 'short_name': 'Früeberg', 'types': ['colloquial_area', 'political']}, {'long_name': 'Baar', 'short_name': 'Baar', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6340', 'short_name': '6340', 'types': ['postal_code']}], 'formatted_address': 'Früeberg, 6340 Baar, Switzerland', 'geometry': {'location': {'lat': 47.2069746, 'lng': 8.5262706}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.2145543, 'lng': 8.542278}, 'southwest': {'lat': 47.1993939, 'lng': 8.510263199999999}}}, 'partial_match': True, 'place_id': 'ChIJaWqnWyaqmkcRsPOO5BD-owI', 'types': ['colloquial_area', 'political']}], 'status': 'OK'}","Früeberg 9, 6340 Baar"
499,"{'results': [{'address_components': [{'long_name': '16', 'short_name': '16', 'types': ['street_number']}, {'long_name': 'Früebergstrasse', 'short_name': 'Früebergstrasse', 'types': ['route']}, {'long_name': 'Baar', 'short_name': 'Baar', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6340', 'short_name': '6340', 'types': ['postal_code']}], 'formatted_address': 'Früebergstrasse 16, 6340 Baar, Switzerland', 'geometry': {'location': {'lat': 47.1991289, 'lng': 8.5236088}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.20047788029149, 'lng': 8.524957780291501}, 'southwest': {'lat': 47.19777991970849, 'lng': 8.522259819708497}}}, 'partial_match': True, 'place_id': 'ChIJ70xv4TqqmkcRl5bjCZs2nBY', 'plus_code': {'compound_code': '5GXF+MC Baar, Switzerland', 'global_code': '8FVC5GXF+MC'}, 'types': ['street_address']}], 'status': 'OK'}","Früebergstrasse 16, 6340 Baar"
500,"{'results': [{'address_components': [{'long_name': '28', 'short_name': '28', 'types': ['street_number']}, {'long_name': 'Früebergstrasse', 'short_name': 'Früebergstrasse', 'types': ['route']}, {'long_name': 'Baar', 'short_name': 'Baar', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6340', 'short_name': '6340', 'types': ['postal_code']}], 'formatted_address': 'Früebergstrasse 28, 6340 Baar, Switzerland', 'geometry': {'location': {'lat': 47.1990512, 'lng': 8.5242144}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.2004001802915, 'lng': 8.525563380291501}, 'southwest': {'lat': 47.1977022197085, 'lng': 8.522865419708497}}}, 'partial_match': True, 'place_id': 'ChIJqQfN6DqqmkcRBx3QAbBnCfQ', 'plus_code': {'compound_code': '5GXF+JM Baar, Switzerland', 'global_code': '8FVC5GXF+JM'}, 'types': ['street_address']}], 'status': 'OK'}","Früebergstrasse 28, 6340 Baar"
501,"{'results': [{'address_components': [{'long_name': '32', 'short_name': '32', 'types': ['street_number']}, {'long_name': 'Früebergstrasse', 'short_name': 'Früebergstrasse', 'types': ['route']}, {'long_name': 'Baar', 'short_name': 'Baar', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6340', 'short_name': '6340', 'types': ['postal_code']}], 'formatted_address': 'Früebergstrasse 32, 6340 Baar, Switzerland', 'geometry': {'location': {'lat': 47.1992931, 'lng': 8.5243249}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.20064208029149, 'lng': 8.525673880291501}, 'southwest': {'lat': 47.1979441197085, 'lng': 8.522975919708497}}}, 'partial_match': True, 'place_id': 'ChIJrzQy6DqqmkcRMRg_2ZA5PnQ', 'plus_code': {'compound_code': '5GXF+PP Baar, Switzerland', 'global_code': '8FVC5GXF+PP'}, 'types': ['street_address']}], 'status': 'OK'}","Früebergstrasse 32, 6340 Baar"
502,"{'results': [{'address_components': [{'long_name': '42', 'short_name': '42', 'types': ['street_number']}, {'long_name': 'Früebergstrasse', 'short_name': 'Früebergstrasse', 'types': ['route']}, {'long_name': 'Baar', 'short_name': 'Baar', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6340', 'short_name': '6340', 'types': ['postal_code']}], 'formatted_address': 'Früebergstrasse 42, 6340 Baar, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.2010166, 'lng': 8.5241247}, 'southwest': {'lat': 47.2007823, 'lng': 8.5238192}}, 'location': {'lat': 47.2008684, 'lng': 8.5239195}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.2022484302915, 'lng': 8.525320930291503}, 'southwest': {'lat': 47.1995504697085, 'lng': 8.522622969708499}}}, 'partial_match': True, 'place_id': 'ChIJv-4fKiWqmkcR1EW-OzAV68M', 'types': ['premise']}], 'status': 'OK'}","Früebergstrasse 42, 6340 Baar"
503,"{'results': [{'address_components': [{'long_name': '47', 'short_name': '47', 'types': ['street_number']}, {'long_name': 'Früebergstrasse', 'short_name': 'Früebergstrasse', 'types': ['route']}, {'long_name': 'Baar', 'short_name': 'Baar', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6340', 'short_name': '6340', 'types': ['postal_code']}], 'formatted_address': 'Früebergstrasse 47, 6340 Baar, Switzerland', 'geometry': {'location': {'lat': 47.2013117, 'lng': 8.52298}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.2026606802915, 'lng': 8.524328980291502}, 'southwest': {'lat': 47.1999627197085, 'lng': 8.521631019708497}}}, 'partial_match': True, 'place_id': 'ChIJJ1KMxSSqmkcRuo5rdImCM8Y', 'plus_code': {'compound_code': '6G2F+G5 Baar, Switzerland', 'global_code': '8FVC6G2F+G5'}, 'types': ['street_address']}], 'status': 'OK'}","Früebergstrasse 47, 6340 Baar"
