,output,Adresse
829,"{'results': [{'address_components': [{'long_name': '65C', 'short_name': '65C', 'types': ['street_number']}, {'long_name': 'Aegeristrasse', 'short_name': 'Aegeristrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Aegeristrasse 65C, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1699884, 'lng': 8.5240073}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1713373802915, 'lng': 8.525356280291502}, 'southwest': {'lat': 47.1686394197085, 'lng': 8.522658319708498}}}, 'partial_match': True, 'place_id': 'ChIJH3UkSv-qmkcR-40lmMISYzs', 'plus_code': {'compound_code': '5G9F+XJ Zug, Switzerland', 'global_code': '8FVC5G9F+XJ'}, 'types': ['street_address']}], 'status': 'OK'}","Aegeristrasse 65C, 6300 Zug"
830,"{'results': [{'address_components': [{'long_name': '5', 'short_name': '5', 'types': ['street_number']}, {'long_name': 'Aegeristrasse', 'short_name': 'Aegeristrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Aegeristrasse 5, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1662252, 'lng': 8.5163199}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1675741802915, 'lng': 8.5176688802915}, 'southwest': {'lat': 47.1648762197085, 'lng': 8.514970919708496}}}, 'place_id': 'ChIJU0tWFqCrmkcRFMLcszwdQJA', 'plus_code': {'compound_code': '5G88+FG Zug, Switzerland', 'global_code': '8FVC5G88+FG'}, 'types': ['clothing_store', 'establishment', 'point_of_interest', 'store']}], 'status': 'OK'}","Aegeristrasse 66, 6300 Zug"
831,"{'results': [{'address_components': [{'long_name': '67A', 'short_name': '67A', 'types': ['street_number']}, {'long_name': 'Aegeristrasse', 'short_name': 'Aegeristrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Aegeristrasse 67A, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1701294, 'lng': 8.5243268}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1714783802915, 'lng': 8.525675780291504}, 'southwest': {'lat': 47.1687804197085, 'lng': 8.5229778197085}}}, 'partial_match': True, 'place_id': 'ChIJKwbFSP-qmkcRJVbIsPnkxj8', 'plus_code': {'compound_code': '5GCF+3P Zug, Switzerland', 'global_code': '8FVC5GCF+3P'}, 'types': ['street_address']}], 'status': 'OK'}","Aegeristrasse 67A, 6300 Zug"
832,"{'results': [{'address_components': [{'long_name': '5', 'short_name': '5', 'types': ['street_number']}, {'long_name': 'Aegeristrasse', 'short_name': 'Aegeristrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Aegeristrasse 5, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1662252, 'lng': 8.5163199}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1675741802915, 'lng': 8.5176688802915}, 'southwest': {'lat': 47.1648762197085, 'lng': 8.514970919708496}}}, 'place_id': 'ChIJU0tWFqCrmkcRFMLcszwdQJA', 'plus_code': {'compound_code': '5G88+FG Zug, Switzerland', 'global_code': '8FVC5G88+FG'}, 'types': ['clothing_store', 'establishment', 'point_of_interest', 'store']}], 'status': 'OK'}","Aegeristrasse 67B, 6300 Zug"
833,"{'results': [{'address_components': [{'long_name': '5', 'short_name': '5', 'types': ['street_number']}, {'long_name': 'Aegeristrasse', 'short_name': 'Aegeristrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Aegeristrasse 5, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1662252, 'lng': 8.5163199}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1675741802915, 'lng': 8.5176688802915}, 'southwest': {'lat': 47.1648762197085, 'lng': 8.514970919708496}}}, 'place_id': 'ChIJU0tWFqCrmkcRFMLcszwdQJA', 'plus_code': {'compound_code': '5G88+FG Zug, Switzerland', 'global_code': '8FVC5G88+FG'}, 'types': ['clothing_store', 'establishment', 'point_of_interest', 'store']}], 'status': 'OK'}","Aegeristrasse 67b, 6300 Zug"
834,"{'results': [{'address_components': [{'long_name': '70A', 'short_name': '70A', 'types': ['street_number']}, {'long_name': 'Aegeristrasse', 'short_name': 'Aegeristrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Aegeristrasse 70A, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1681082, 'lng': 8.5221093}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1694571802915, 'lng': 8.523458280291504}, 'southwest': {'lat': 47.1667592197085, 'lng': 8.520760319708499}}}, 'partial_match': True, 'place_id': 'ChIJe0gYO_mqmkcRFBe74QYoXsg', 'plus_code': {'compound_code': '5G9C+6R Zug, Switzerland', 'global_code': '8FVC5G9C+6R'}, 'types': ['street_address']}], 'status': 'OK'}","Aegeristrasse 70A, 6300 Zug"
835,"{'results': [{'address_components': [{'long_name': '71', 'short_name': '71', 'types': ['street_number']}, {'long_name': 'Aegeristrasse', 'short_name': 'Aegeristrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Aegeristrasse 71, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.17055980000001, 'lng': 8.5249594}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.17190878029151, 'lng': 8.526308380291503}, 'southwest': {'lat': 47.16921081970851, 'lng': 8.523610419708499}}}, 'partial_match': True, 'place_id': 'ChIJzQXRRP-qmkcRQuelCHZlN9k', 'plus_code': {'compound_code': '5GCF+6X Zug, Switzerland', 'global_code': '8FVC5GCF+6X'}, 'types': ['street_address']}], 'status': 'OK'}","Aegeristrasse 71, 6300 Zug"
836,"{'results': [{'address_components': [{'long_name': '75', 'short_name': '75', 'types': ['street_number']}, {'long_name': 'Aegeristrasse', 'short_name': 'Aegeristrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Aegeristrasse 75, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1707781, 'lng': 8.525236399999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1721270802915, 'lng': 8.5265853802915}, 'southwest': {'lat': 47.1694291197085, 'lng': 8.523887419708496}}}, 'place_id': 'ChIJld9jXv-qmkcR86Nle-XAJEM', 'plus_code': {'compound_code': '5GCG+83 Zug, Switzerland', 'global_code': '8FVC5GCG+83'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}","Aegeristrasse 75, 6300 Zug"
837,"{'results': [{'address_components': [{'long_name': '9', 'short_name': '9', 'types': ['street_number']}, {'long_name': 'Aegeristrasse', 'short_name': 'Aegeristrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Aegeristrasse 9, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1662356, 'lng': 8.516636199999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1675845802915, 'lng': 8.5179851802915}, 'southwest': {'lat': 47.1648866197085, 'lng': 8.515287219708496}}}, 'place_id': 'ChIJMQ6CnturmkcRSfjS2tlYFqc', 'plus_code': {'compound_code': '5G88+FM Zug, Switzerland', 'global_code': '8FVC5G88+FM'}, 'types': ['beauty_salon', 'establishment', 'hair_care', 'point_of_interest', 'store']}], 'status': 'OK'}","Aegeristrasse 9, 6300 Zug"
838,"{'results': [{'address_components': [{'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'Aeschrain', 'short_name': 'Aeschrain', 'types': ['route']}, {'long_name': 'Walchwil', 'short_name': 'Walchwil', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6318', 'short_name': '6318', 'types': ['postal_code']}], 'formatted_address': 'Aeschrain 8, 6318 Walchwil, Switzerland', 'geometry': {'location': {'lat': 47.0953987, 'lng': 8.5218247}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.09674768029149, 'lng': 8.523173680291503}, 'southwest': {'lat': 47.0940497197085, 'lng': 8.520475719708498}}}, 'partial_match': True, 'place_id': 'ChIJmWr5BvdUhUcRDYChAd4eu9I', 'plus_code': {'compound_code': '3GWC+5P Walchwil, Switzerland', 'global_code': '8FVC3GWC+5P'}, 'types': ['street_address']}], 'status': 'OK'}","Aeschrain 8A, 6318 Walchwil"
839,"{'results': [{'address_components': [{'long_name': '54', 'short_name': '54', 'types': ['street_number']}, {'long_name': 'Aeschwuhrstrasse', 'short_name': 'Aeschwuhrstrasse', 'types': ['route']}, {'long_name': 'Oftringen', 'short_name': 'Oftringen', 'types': ['locality', 'political']}, {'long_name': 'Zofingen', 'short_name': 'Zofingen', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Aargau', 'short_name': 'AG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '4665', 'short_name': '4665', 'types': ['postal_code']}], 'formatted_address': 'Aeschwuhrstrasse 54, 4665 Oftringen, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.302691, 'lng': 7.926838}, 'southwest': {'lat': 47.30239700000001, 'lng': 7.926320899999999}}, 'location': {'lat': 47.3025198, 'lng': 7.926568400000001}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.3038929802915, 'lng': 7.927928430291503}, 'southwest': {'lat': 47.30119501970851, 'lng': 7.925230469708498}}}, 'partial_match': True, 'place_id': 'ChIJ38M5f5ovkEcR1sulcaZ6yIM', 'types': ['premise']}], 'status': 'OK'}","Aeschwuhrstrasse 54, 4665 Oftringen"
840,"{'results': [{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Aeussere Güterstrasse', 'short_name': 'Aeussere Güterstrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6300', 'short_name': '6300', 'types': ['postal_code']}], 'formatted_address': 'Aeussere Güterstrasse 3, 6300 Zug, Switzerland', 'geometry': {'location': {'lat': 47.1781714, 'lng': 8.517536}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.17952038029149, 'lng': 8.518884980291503}, 'southwest': {'lat': 47.1768224197085, 'lng': 8.516187019708498}}}, 'partial_match': True, 'place_id': 'ChIJNy2NTlqqmkcR-5zoVGubi6s', 'plus_code': {'compound_code': '5GH9+72 Zug, Switzerland', 'global_code': '8FVC5GH9+72'}, 'types': ['street_address']}], 'status': 'OK'}","Aeussere Güterstrasse 3, 6300 Zug"
841,"{'results': [{'address_components': [{'long_name': '153', 'short_name': '153', 'types': ['street_number']}, {'long_name': 'Artherstrasse', 'short_name': 'Artherstrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6317', 'short_name': '6317', 'types': ['postal_code']}], 'formatted_address': 'Artherstrasse 153, 6317 Oberwil bei Zug, Switzerland', 'geometry': {'location': {'lat': 47.1441848, 'lng': 8.506185799999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1455337802915, 'lng': 8.507534780291502}, 'southwest': {'lat': 47.1428358197085, 'lng': 8.504836819708498}}}, 'partial_match': True, 'place_id': 'ChIJQUUNmMWqmkcRXeb6g4QDuQM', 'plus_code': {'compound_code': '4GV4+MF Zug, Switzerland', 'global_code': '8FVC4GV4+MF'}, 'types': ['street_address']}], 'status': 'OK'}","Artherstrasse 153, 6317 Oberwil bei Zug"
842,"{'results': [{'address_components': [{'long_name': '163A', 'short_name': '163A', 'types': ['street_number']}, {'long_name': 'Artherstrasse', 'short_name': 'Artherstrasse', 'types': ['route']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6317', 'short_name': '6317', 'types': ['postal_code']}], 'formatted_address': 'Artherstrasse 163A, 6317 Oberwil bei Zug, Switzerland', 'geometry': {'location': {'lat': 47.1432321, 'lng': 8.5061009}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.14458108029149, 'lng': 8.507449880291503}, 'southwest': {'lat': 47.1418831197085, 'lng': 8.504751919708498}}}, 'partial_match': True, 'place_id': 'ChIJWYW_hsWqmkcRmcAf2C01x64', 'plus_code': {'compound_code': '4GV4+7C Zug, Switzerland', 'global_code': '8FVC4GV4+7C'}, 'types': ['street_address']}], 'status': 'OK'}","Artherstrasse 163A, 6317 Oberwil b. Zug"
843,"{'results': [{'address_components': [{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Buonaserstrasse', 'short_name': 'Buonaserstrasse', 'types': ['route']}, {'long_name': 'Rotkreuz ZG', 'short_name': 'Rotkreuz ZG', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6343', 'short_name': '6343', 'types': ['postal_code']}], 'formatted_address': 'Buonaserstrasse 2, 6343 Rotkreuz ZG, Switzerland', 'geometry': {'location': {'lat': 47.1409476, 'lng': 8.4285783}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1422965802915, 'lng': 8.429927280291501}, 'southwest': {'lat': 47.1395986197085, 'lng': 8.427229319708497}}}, 'partial_match': True, 'place_id': 'ChIJLWrUTioAkEcRYSGmoodEngQ', 'plus_code': {'compound_code': '4CRH+9C Risch-Rotkreuz, Switzerland', 'global_code': '8FVC4CRH+9C'}, 'types': ['street_address']}], 'status': 'OK'}","Buonaserstrasse 2, 6343 Risch"
844,"{'results': [{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Birkenstrasse', 'short_name': 'Birkenstrasse', 'types': ['route']}, {'long_name': 'Neuheim', 'short_name': 'Neuheim', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6345', 'short_name': '6345', 'types': ['postal_code']}], 'formatted_address': 'Birkenstrasse 3, 6345 Neuheim, Switzerland', 'geometry': {'location': {'lat': 47.2054278, 'lng': 8.57831}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.20677678029149, 'lng': 8.579658980291503}, 'southwest': {'lat': 47.20407881970849, 'lng': 8.576961019708499}}}, 'partial_match': True, 'place_id': 'ChIJX_Aeav2rmkcRYwCK5Rjy1To', 'plus_code': {'compound_code': '6H4H+58 Neuheim, Switzerland', 'global_code': '8FVC6H4H+58'}, 'types': ['street_address']}], 'status': 'OK'}","Birkenstrasse 3, 6345 Neuheim"
845,"{'results': [{'address_components': [{'long_name': '5A', 'short_name': '5A', 'types': ['street_number']}, {'long_name': 'Birchliweg', 'short_name': 'Birchliweg', 'types': ['route']}, {'long_name': 'Alosen', 'short_name': 'Alosen', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6315', 'short_name': '6315', 'types': ['postal_code']}], 'formatted_address': 'Birchliweg 5A, 6315 Alosen, Switzerland', 'geometry': {'location': {'lat': 47.1396002, 'lng': 8.6330014}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1409491802915, 'lng': 8.634350380291501}, 'southwest': {'lat': 47.1382512197085, 'lng': 8.631652419708496}}}, 'partial_match': True, 'place_id': 'ChIJbX6HZzytmkcRf7dfDiwNLxk', 'plus_code': {'compound_code': '4JQM+R6 Oberägeri, Switzerland', 'global_code': '8FVC4JQM+R6'}, 'types': ['street_address']}], 'status': 'OK'}","Birchliweg 5A, 6315 Oberägeri"
846,"{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Birkenhaldenstrasse', 'short_name': 'Birkenhaldenstrasse', 'types': ['route']}, {'long_name': 'Steinhausen', 'short_name': 'Steinhausen', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6312', 'short_name': '6312', 'types': ['postal_code']}], 'formatted_address': 'Birkenhaldenstrasse 1, 6312 Steinhausen, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.1974983, 'lng': 8.4803788}, 'southwest': {'lat': 47.1972722, 'lng': 8.4801624}}, 'location': {'lat': 47.1973664, 'lng': 8.4802576}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1987342302915, 'lng': 8.481619580291502}, 'southwest': {'lat': 47.1960362697085, 'lng': 8.478921619708498}}}, 'partial_match': True, 'place_id': 'ChIJf558CaMAkEcRIfne2XHEP0s', 'types': ['premise']}], 'status': 'OK'}","Birkenhaldenstrasse 1, 6312 Steinhausen"
847,"{'results': [{'address_components': [{'long_name': '25', 'short_name': '25', 'types': ['street_number']}, {'long_name': 'Birkenmatt', 'short_name': 'Birkenmatt', 'types': ['route']}, {'long_name': 'Rotkreuz ZG', 'short_name': 'Rotkreuz ZG', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6343', 'short_name': '6343', 'types': ['postal_code']}], 'formatted_address': 'Birkenmatt 25, 6343 Rotkreuz ZG, Switzerland', 'geometry': {'location': {'lat': 47.1425126, 'lng': 8.428642199999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.14386158029149, 'lng': 8.4299911802915}, 'southwest': {'lat': 47.1411636197085, 'lng': 8.427293219708496}}}, 'partial_match': True, 'place_id': 'ChIJSxzPoisAkEcRULIJw_JbRp4', 'plus_code': {'compound_code': '4CVH+2F Risch-Rotkreuz, Switzerland', 'global_code': '8FVC4CVH+2F'}, 'types': ['street_address']}], 'status': 'OK'}","Birkenmatt 25, 6343 Risch"
848,"{'results': [{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Birkenmatt', 'short_name': 'Birkenmatt', 'types': ['route']}, {'long_name': 'Rotkreuz ZG', 'short_name': 'Rotkreuz ZG', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6343', 'short_name': '6343', 'types': ['postal_code']}], 'formatted_address': 'Birkenmatt 3, 6343 Rotkreuz ZG, Switzerland', 'geometry': {'bounds': {'northeast': {'lat': 47.1435306, 'lng': 8.4295578}, 'southwest': {'lat': 47.1434398, 'lng': 8.429289599999999}}, 'location': {'lat': 47.1434969, 'lng': 8.4294818}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1448341802915, 'lng': 8.430772680291502}, 'southwest': {'lat': 47.1421362197085, 'lng': 8.428074719708498}}}, 'partial_match': True, 'place_id': 'ChIJX26KiysAkEcRXkxCkXbOrkY', 'types': ['premise']}], 'status': 'OK'}","Birkenmatt 3, 6343 Rotkreuz"
849,"{'results': [{'address_components': [{'long_name': '4', 'short_name': '4', 'types': ['street_number']}, {'long_name': 'Birkenmatt', 'short_name': 'Birkenmatt', 'types': ['route']}, {'long_name': 'Rotkreuz ZG', 'short_name': 'Rotkreuz ZG', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6343', 'short_name': '6343', 'types': ['postal_code']}], 'formatted_address': 'Birkenmatt 4, 6343 Rotkreuz ZG, Switzerland', 'geometry': {'location': {'lat': 47.1434811, 'lng': 8.428989699999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.1448300802915, 'lng': 8.4303386802915}, 'southwest': {'lat': 47.1421321197085, 'lng': 8.427640719708496}}}, 'partial_match': True, 'place_id': 'ChIJKytRjysAkEcR4EC5KtO9Apk', 'plus_code': {'compound_code': '4CVH+9H Risch-Rotkreuz, Switzerland', 'global_code': '8FVC4CVH+9H'}, 'types': ['street_address']}], 'status': 'OK'}","Birkenmatt 4, 6343 Rotkreuz"
850,"{'results': [{'address_components': [{'long_name': '43', 'short_name': '43', 'types': ['street_number']}, {'long_name': 'Birkenmatt', 'short_name': 'Birkenmatt', 'types': ['route']}, {'long_name': 'Risch-Rotkreuz', 'short_name': 'Risch-Rotkreuz', 'types': ['locality', 'political']}, {'long_name': 'Zug', 'short_name': 'Zug', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Zug', 'short_name': 'ZG', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Switzerland', 'short_name': 'CH', 'types': ['country', 'political']}, {'long_name': '6343', 'short_name': '6343', 'types': ['postal_code']}], 'formatted_address': 'Birkenmatt 43, 6343 Risch-Rotkreuz, Switzerland', 'geometry': {'location': {'lat': 47.1425616, 'lng': 8.428270699999999}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 47.1439105802915, 'lng': 8.429619680291502}, 'southwest': {'lat': 47.1412126197085, 'lng': 8.426921719708497}}}, 'partial_match': True, 'place_id': 'Ei9CaXJrZW5tYXR0IDQzLCA2MzQzIFJpc2NoLVJvdGtyZXV6LCBTd2l0emVybGFuZCIaEhgKFAoSCZW8mp4rAJBHETOHGJscYW_7ECs', 'types': ['street_address']}], 'status': 'OK'}","Birkenmatt 43a, 6343 Rotkreuz"
