EGID;EDID;GDEKT;GDENR;GDENAME;STRNAME;DEINR;PLZ4;PLZZ;PLZNAME;GKODE;GKODN;STRSP
316248;0;ZG;1707;Risch;Bahnhof;1;6343;0;Rotkreuz;2675209.803;1221645.513;de
316249;0;ZG;1707;Risch;Sonnhaldenstrasse;2;6343;0;Rotkreuz;2675028.548;1221612.914;de
316250;0;ZG;1707;Risch;Sonnhaldenstrasse;4;6343;0;Rotkreuz;2675004.981;1221611.567;de
316251;0;ZG;1707;Risch;Sonnhaldenstrasse;6;6343;0;Rotkreuz;2674974.152;1221595.754;de
316252;0;ZG;1707;Risch;Sonnhaldenstrasse;8;6343;0;Rotkreuz;2674959.134;1221594.41;de
316253;0;ZG;1707;Risch;Sonnhaldenstrasse;10;6343;0;Rotkreuz;2674942.468;1221586.596;de
316254;0;ZG;1707;Risch;Sonnhaldenstrasse;12;6343;0;Rotkreuz;2674925.679;1221581.591;de
316255;0;ZG;1707;Risch;Luzernerstrasse;1;6343;0;Rotkreuz;2675063.434;1221573.888;de
316260;0;ZG;1707;Risch;Luzernerstrasse;8;6343;0;Rotkreuz;2674969.822;1221537.236;de
316261;0;ZG;1707;Risch;Luzernerstrasse;9;6343;0;Rotkreuz;2674972.668;1221487.158;de
316262;0;ZG;1707;Risch;Luzernerstrasse;11;6343;0;Rotkreuz;2674959.89;1221471.611;de
316265;0;ZG;1707;Risch;Meierskappelerstrasse;11;6343;0;Rotkreuz;2675240.229;1221479.843;de
316268;0;ZG;1707;Risch;Buonaserstrasse;12;6343;0;Rotkreuz;2675203.272;1221583.782;de
316269;0;ZG;1707;Risch;Buonaserstrasse;14;6343;0;Rotkreuz;2675227.629;1221582.355;de
316270;0;ZG;1707;Risch;Buonaserstrasse;16;6343;0;Rotkreuz;2675256.325;1221581.253;de
316271;0;ZG;1707;Risch;Buonaserstrasse;18;6343;0;Rotkreuz;2675282.606;1221579.109;de
316272;0;ZG;1707;Risch;Buonaserstrasse;20;6343;0;Rotkreuz;2675284.822;1221558.872;de
316273;0;ZG;1707;Risch;Buonaserstrasse;31;6343;0;Rotkreuz;2675796.686;1221573.585;de
316274;0;ZG;1707;Risch;Buonaserstrasse;32;6343;0;Rotkreuz;2675798.669;1221530.425;de
316275;0;ZG;1707;Risch;Waldeggstrasse;2;6343;0;Rotkreuz;2675321.89;1221282.006;de
316276;0;ZG;1707;Risch;Waldeggstrasse;3;6343;0;Rotkreuz;2675339.801;1221352.047;de
316277;0;ZG;1707;Risch;Waldeggstrasse;1;6343;0;Rotkreuz;2675344.859;1221337.021;de
316278;0;ZG;1707;Risch;Waldeggstrasse;5;6343;0;Rotkreuz;2675354.124;1221339.242;de
316279;0;ZG;1707;Risch;Waldeggstrasse;11;6343;0;Rotkreuz;2675405.81;1221503.102;de
316280;0;ZG;1707;Risch;Langmattstrasse;1;6343;0;Rotkreuz;2675679.875;1221530.601;de
316281;0;ZG;1707;Risch;Langmattstrasse;8;6343;0;Rotkreuz;2675603.008;1221469.852;de
316282;0;ZG;1707;Risch;Langmattstrasse;10;6343;0;Rotkreuz;2675562.704;1221451.869;de
316284;0;ZG;1707;Risch;Buonaserstrasse;10;6343;0;Rotkreuz;2675165.847;1221583.853;de
316285;0;ZG;1707;Risch;Buonaserstrasse;8;6343;0;Rotkreuz;2675151.275;1221582.507;de
316286;0;ZG;1707;Risch;Buonaserstrasse;6;6343;0;Rotkreuz;2675137.253;1221583.239;de
316287;0;ZG;1707;Risch;Buonaserstrasse;2;6343;0;Rotkreuz;2675077.969;1221582.504;de
316290;0;ZG;1707;Risch;Kirchenstrasse;6;6343;0;Rotkreuz;2675112.19;1221542.481;de
316291;0;ZG;1707;Risch;Kirchenstrasse;4;6343;0;Rotkreuz;2675127.983;1221534.77;de
316292;0;ZG;1707;Risch;Kirchweg;2;6343;0;Rotkreuz;2675096.062;1221478.77;de
316293;0;ZG;1707;Risch;Kirchweg;4;6343;0;Rotkreuz;2675100.26;1221460.178;de
316294;0;ZG;1707;Risch;Kirchweg;5;6343;0;Rotkreuz;2675133.916;1221446.152;de
316295;0;ZG;1707;Risch;Kirchweg;6;6343;0;Rotkreuz;2675117.535;1221434.694;de
316296;0;ZG;1707;Risch;Kirchweg;8;6343;0;Rotkreuz;2675105.738;1221418.005;de
316297;0;ZG;1707;Risch;Kirchweg;10;6343;0;Rotkreuz;2675132.736;1221398.365;de
316298;0;ZG;1707;Risch;Kirchweg;12;6343;0;Rotkreuz;2675148.617;1221355.894;de
316299;0;ZG;1707;Risch;Kirchenstrasse;3;6343;0;Rotkreuz;2675139.518;1221508.413;de
316300;0;ZG;1707;Risch;Kirchenstrasse;1;6343;0;Rotkreuz;2675193.293;1221499.723;de
